early_cs_per_min,early_vision_per_min,early_deaths_per_min,early_kill_participation,early_damage_share,early_solo_kills,early_objective_proximity,mid_cs_per_min,mid_vision_per_min,mid_deaths_per_min,mid_kill_participation,mid_damage_share,mid_solo_kills,mid_objective_proximity,late_cs_per_min,late_vision_per_min,late_deaths_per_min,late_kill_participation,late_damage_share,late_solo_kills,late_objective_proximity,early_first_blood_involved,puuid,match_id,patch,early_duration_min,mid_duration_min,late_duration_min,win,tier
8.0254,0.2271,0.0757,0.2143,0.2404,1,0.0,8.6499,0.0,0.1696,0.5,0.2384,2.0,0.0769,9.1924,0.0,0.1558,0.7857,0.3021,2.0,0.0,0,ylqvJu1Jr4uHST05K2ExkhbLNHbfbiUuAGapyIlbs6Klcr8npDE9a1j3iQSxPYzqCYAM2nx_MrXIZw,BR1_3272981013,16.16,13.208,11.792,6.418,1,DIAMOND
0.0,0.8769,0.0,0.0,0.3343,0,,,,,,,,,,,,,,,,0,QyegVUfb946FS5FFIwmstjmvRMbCXAME2XnUPcx7tQN8aGFnaSMBDYbLvs4oVfFTmDOlhbDn2LWWLA,BR1_3278721472,16.17,1.14,0.0,0.0,0,DIAMOND
7.9508,0.966,0.0743,0.5833,0.3463,3,0.0,6.238,1.2996,0.3466,0.8571,0.423,2.0,0.1,9.2126,1.8425,0.9213,1.0,0.305,0.0,0.0,0,Vjfni6HsEmvbU6C4EWliD2VFx4o9VYX68ldzEzy4f_00QgyZvT87jKDNFxKOkyCcNB5R1kdlyZ6yxA,BR1_3278745474,16.17,13.458,11.542,1.085,0,DIAMOND
5.825,0.4102,0.3282,0.3571,0.3196,2,0.0,4.903,0.1257,0.88,0.625,0.1791,1.0,0.3125,,,,,,,,1,Vjfni6HsEmvbU6C4EWliD2VFx4o9VYX68ldzEzy4f_00QgyZvT87jKDNFxKOkyCcNB5R1kdlyZ6yxA,BR1_3278732874,16.17,12.189,7.954,0.0,0,DIAMOND
7.0,0.2857,0.2857,0.0,0.1902,0,0.0,8.4545,0.0,0.2727,0.5,0.1911,0.0,0.1818,11.3339,0.0,0.0,0.0,0.4155,0.0,0.0,0,Vjfni6HsEmvbU6C4EWliD2VFx4o9VYX68ldzEzy4f_00QgyZvT87jKDNFxKOkyCcNB5R1kdlyZ6yxA,BR1_3276792102,16.17,14.0,11.0,0.618,0,DIAMOND
5.6921,0.2846,0.4743,0.0,0.2722,0,0.0,8.6663,0.3611,0.2407,0.4286,0.2319,0.0,0.3636,,,,,,,,0,IdQPFvNmg3Yw4IWGbNjj2DKJF0b42ELOvqXVie0F7vC5hqbXWsrLOW5HnTXFGpT-PolQ0Vrg0rmEMQ,BR1_3279086887,16.17,10.541,8.308,0.0,0,DIAMOND
7.8571,0.2857,0.1429,0.4,0.2145,1,0.0,5.4545,0.0,0.1818,0.9231,0.4802,5.0,0.0909,6.0298,0.0,0.1527,0.9048,0.5205,0.0,0.1667,0,IOfgj6Inm9XoRw6NrdUYEXmZSG6hscXaZucQVHdg_2Cl5DFKFTS0Xbx5G3roWXeiVS1r3FDAESfGzQ,BR1_3278425617,16.17,14.0,11.0,13.102,0,DIAMOND
8.9171,0.3596,0.0,0.1333,0.2203,1,0.2,8.0783,0.0,0.0973,0.6154,0.2578,2.0,0.0,3.6631,0.0,0.5784,0.5,0.201,0.0,0.2222,0,WfxUPhoauBLDvL8bIf5Jj5jEYAWv49dRAoJC4BAbHZOg_0SN9Tn8bmimLGhwQ72DHPPttNssfcUb4Q,BR1_3277098868,16.17,13.906,10.274,5.187,1,DIAMOND
7.8032,0.303,0.0758,0.75,0.2679,1,0.0,6.7966,0.0,6.7966,0.0,0.6772,0.0,0.0,,,,,,,,0,WfxUPhoauBLDvL8bIf5Jj5jEYAWv49dRAoJC4BAbHZOg_0SN9Tn8bmimLGhwQ72DHPPttNssfcUb4Q,BR1_3277082550,16.17,13.2,0.147,0.0,0,DIAMOND
7.7893,0.2568,0.0,0.5,0.3147,0,0.0,11.2594,0.4249,0.0,0.1818,0.0313,0.0,0.4,,,,,,,,0,2obl_gDQ4bRIe-T3rs5gfutbDaKwkXylS9gaUqcuDA92NBUZOQIkklK0a4uTm1UG7kUlst76wGUFeg,BR1_3278766641,16.17,11.683,4.707,0.0,1,DIAMOND
0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0,2obl_gDQ4bRIe-T3rs5gfutbDaKwkXylS9gaUqcuDA92NBUZOQIkklK0a4uTm1UG7kUlst76wGUFeg,BR1_3278709948,16.17,1.295,0.0,0.0,0,DIAMOND
7.7823,0.3113,0.0778,0.3333,0.0546,0,0.0,10.0612,0.43,0.086,0.5,0.2428,1.0,0.1667,0.7417,0.3709,0.3709,1.0,0.3619,0.0,0.3333,0,2obl_gDQ4bRIe-T3rs5gfutbDaKwkXylS9gaUqcuDA92NBUZOQIkklK0a4uTm1UG7kUlst76wGUFeg,BR1_3278598910,16.17,12.85,11.629,2.696,0,DIAMOND
6.5774,0.3654,0.1827,0.2857,0.1895,2,0.0,6.4041,0.3558,0.3558,0.48,0.2252,0.0,0.0909,12.7176,0.4239,0.0,0.6667,0.1722,1.0,0.1667,1,2obl_gDQ4bRIe-T3rs5gfutbDaKwkXylS9gaUqcuDA92NBUZOQIkklK0a4uTm1UG7kUlst76wGUFeg,BR1_3278427792,16.17,10.947,14.053,2.359,1,DIAMOND
8.1209,0.262,0.0873,0.4,0.2738,1,0.0,8.0099,0.3956,0.0,0.5714,0.2154,0.0,0.2857,5.2189,0.1044,0.3131,0.6667,0.3412,0.0,0.25,0,t8bQ_n77dAMcJGuhWEdFkj09Uk3_ZD97Ra0fmdeRVW0nLgIDs-2RU9fmxYFEMtHZajQfOFFO8mP07w,BR1_3270200484,16.15,11.452,10.112,9.581,0,DIAMOND
5.5,0.3571,0.4286,0.5,0.2325,0,0.0,8.1609,0.5101,0.306,0.2,0.2121,0.0,0.0,3.8396,0.8532,0.4266,0.0,0.2703,0.0,0.5714,0,4530-XUPnLR47U25Ps3rh9Uzcz9osoaoVCczrlOwh0lQs1LuyNY-h7YS08IBPvBSqd5vjf-Z1CQkDg,BR1_3271352446,16.15,14.0,9.803,2.344,0,DIAMOND
6.6509,0.1547,0.232,0.25,0.1909,0,0.0,5.137,0.6628,0.2486,0.381,0.2043,0.0,0.0,2.9373,0.3672,0.3672,0.4545,0.0681,0.0,0.4,0,4530-XUPnLR47U25Ps3rh9Uzcz9osoaoVCczrlOwh0lQs1LuyNY-h7YS08IBPvBSqd5vjf-Z1CQkDg,BR1_3271259752,16.15,12.931,12.069,5.447,1,DIAMOND
6.7207,0.4098,0.2459,0.2222,0.1565,0,0.0,6.4468,0.2302,0.0,0.4444,0.2636,2.0,0.1818,10.2882,0.0,0.5415,1.0,0.3543,0.0,0.0,0,mAYVFK-H8NodrSJcMp19CQ4dLpuSk5geMRQhPrPGa7NNCntiHJD5ISHu32TO53Mkb45ombhlpO-I_g,BR1_3279132358,16.17,12.201,8.686,1.847,1,DIAMOND
4.2622,0.2283,0.5328,0.3333,0.1655,0,0.2,6.6083,0.0,0.472,0.0,0.1486,0.0,0.0,,,,,,,,0,4Hj2QQUmHkxtDd4hOSguRbPYe-CctejqseGeIOTvpmkdqXD0h0kHCaJYIdsxWv5T48TNXwfQSgTcRQ,BR1_3277349096,16.17,13.139,2.119,0.0,0,DIAMOND
7.9552,0.0723,0.2893,0.2727,0.26,2,0.0,8.145,0.716,0.2685,0.3636,0.2779,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,LktlqDoLuwZXRMwJdZD-4r1_MDWIZgvtZDYQhHlRfHtSnExOpl2iuYgvnz3G6meSycCuaWK7417XpA,BR1_3278924218,16.17,13.827,11.173,0.292,0,DIAMOND
6.2143,0.1429,0.2143,0.5,0.287,1,0.0,5.7502,0.0,0.4182,0.5,0.264,1.0,0.0,,,,,,,,0,CgxWkoKNRcP9AeEstn-J64ST93qkuE7xSHscWFWKj2MRUKpLdHy61n_mQY0kaQzFWa-i1mK9sYLgqw,BR1_3262729730,16.14,14.0,9.565,0.0,0,DIAMOND
7.9298,0.3926,0.157,0.4444,0.1803,1,0.0,7.339,0.897,0.1631,0.5357,0.3552,2.0,0.1538,10.3729,0.6224,0.2075,0.8333,0.2609,0.0,0.2,0,UT0qxw6jwsXn9CDVk6e-1Oyxo2NS5tOsiT-wy_OfojbIVT6WhUv7y5aCi5L_23KxxPO0EIW_knHmpg,BR1_3277860678,16.17,12.737,12.263,4.82,1,DIAMOND
9.0714,0.2857,0.0714,0.4,0.2271,1,0.0,8.0909,0.3636,0.3636,0.4,0.166,1.0,0.1,9.3946,0.427,0.427,0.0,0.1871,0.0,0.0,0,UT0qxw6jwsXn9CDVk6e-1Oyxo2NS5tOsiT-wy_OfojbIVT6WhUv7y5aCi5L_23KxxPO0EIW_knHmpg,BR1_3277845449,16.17,14.0,11.0,4.684,0,DIAMOND
7.2276,0.511,0.0,0.3333,0.1983,0,0.0,6.4587,0.3539,0.3539,0.25,0.1623,1.0,0.2,8.2126,0.3776,0.3776,0.3846,0.118,0.0,0.2222,0,F1dU5HoGv_9Z8nnAGdEz1SGk9uRZGPqa5MV9BnrITkwkmqmrSLNoqnQmUGAV5V_7Jbb1aOelJc6eBA,BR1_3279112905,16.17,13.697,11.303,10.593,1,DIAMOND
7.7857,0.4286,0.0714,0.6,0.2348,1,0.0,7.6364,0.5455,0.3636,0.0909,0.1943,0.0,0.0,5.2005,0.1625,0.325,0.1667,0.1105,0.0,0.375,1,F1dU5HoGv_9Z8nnAGdEz1SGk9uRZGPqa5MV9BnrITkwkmqmrSLNoqnQmUGAV5V_7Jbb1aOelJc6eBA,BR1_3279112107,16.17,14.0,11.0,6.153,0,DIAMOND
7.9669,0.3867,0.0773,0.6111,0.2743,1,0.25,6.7351,0.4677,0.0935,0.5769,0.2864,0.0,0.0,8.7466,0.4447,0.0,0.3636,0.3528,0.0,0.2,0,F1dU5HoGv_9Z8nnAGdEz1SGk9uRZGPqa5MV9BnrITkwkmqmrSLNoqnQmUGAV5V_7Jbb1aOelJc6eBA,BR1_3278960045,16.17,12.929,10.69,6.745,1,DIAMOND
9.1112,0.1585,0.0,0.5556,0.2261,2,0.0,7.594,0.0808,0.0,0.4,0.1703,0.0,0.25,7.5799,0.0,0.6591,1.0,0.2366,0.0,0.125,1,0uJpB2UHtSMpH1SpkJ0vZr7eDSwInLArVzw7H7MkXa3n4u_CothdLYB2emBLdQQnZmu3SfhbMP3enw,BR1_3268455781,16.15,12.622,12.378,6.069,0,DIAMOND
5.7196,0.2561,0.3415,0.4,0.2612,0,1.0,8.227,0.5702,0.1629,0.2692,0.1547,2.0,0.25,2.4695,0.0,0.4116,0.2857,0.1759,0.0,0.0,1,0uJpB2UHtSMpH1SpkJ0vZr7eDSwInLArVzw7H7MkXa3n4u_CothdLYB2emBLdQQnZmu3SfhbMP3enw,BR1_3267913898,16.15,11.714,12.277,2.43,1,DIAMOND
7.7143,0.3571,0.2143,0.2,0.1202,1,0.0,7.4069,0.7122,0.1424,1.0,0.388,0.0,0.2857,5.1937,0.0,0.4722,0.0,0.0519,0.0,0.4286,0,usTIIRvX8mKAR7e-EpbuHH9Vmxa2QdHOMZ3CsW_j6PHl1sozxrLOfzGX1G-UQmjMGBHjcQSU0SO8zQ,BR1_3277688272,16.17,14.0,7.02,2.118,0,DIAMOND
7.6901,0.507,0.2535,0.2,0.1826,0,0.0,9.3867,0.4557,0.4557,0.3636,0.1972,0.0,0.0,7.7873,0.354,0.7079,0.8333,0.3041,0.0,0.1429,0,usTIIRvX8mKAR7e-EpbuHH9Vmxa2QdHOMZ3CsW_j6PHl1sozxrLOfzGX1G-UQmjMGBHjcQSU0SO8zQ,BR1_3270331020,16.15,11.833,10.973,2.825,0,DIAMOND
5.8584,0.3301,0.4126,0.25,0.2281,1,0.0,8.8701,0.2441,0.2441,0.5385,0.1729,0.0,0.2222,,,,,,,,0,5IWwHXih1tpsl3HAq5_AM-GuMgJHpI4NEbXsuGkS7MfY9Wxruyhhlc05wCmvsMiPn8DCl8atFHWYkw,BR1_3270719615,16.15,12.119,12.288,0.0,0,DIAMOND
7.7857,0.3571,0.2143,0.5,0.2846,3,0.0,10.6364,0.1818,0.0909,0.7,0.3541,4.0,0.0833,10.0541,0.0,1.0054,0.0,0.1481,0.0,0.0,0,5IWwHXih1tpsl3HAq5_AM-GuMgJHpI4NEbXsuGkS7MfY9Wxruyhhlc05wCmvsMiPn8DCl8atFHWYkw,BR1_3270565929,16.15,14.0,11.0,0.995,0,DIAMOND
7.706,0.3303,0.2202,0.2222,0.1547,0,0.0,5.4661,0.0628,0.377,0.4118,0.1724,0.0,0.0667,9.9604,0.0,0.2264,1.0,0.2354,0.0,0.1429,0,5IWwHXih1tpsl3HAq5_AM-GuMgJHpI4NEbXsuGkS7MfY9Wxruyhhlc05wCmvsMiPn8DCl8atFHWYkw,BR1_3270052091,16.15,9.084,15.916,4.417,0,DIAMOND
8.7857,0.3571,0.1429,0.1538,0.1256,0,0.0,7.9091,0.5455,0.2727,0.4286,0.2389,1.0,0.1111,9.9538,0.4328,0.1082,0.6923,0.3266,0.0,0.4667,0,Qrx0MjMBuyR0kMuRrq-RsN07m-PU2dN5V8pZ2S_CsO51ZbzazCZjwr6OdTUHrxzr8ZDq_oFyDl-7RQ,BR1_3274211221,16.16,14.0,11.0,9.243,1,DIAMOND
8.489,0.4042,0.0,0.4167,0.2491,0,0.0,7.7455,0.4244,0.2122,0.2727,0.1457,0.0,0.0,4.5426,0.5424,0.2034,0.619,0.2036,0.0,0.15,1,PcGU749Qey4g0NQiIfduJVMnCcW3e9hzGdO4Bhej6Zypxkk_OCY9f02yvk8U9XJcWcUHQBKw6VelYw,BR1_3276211394,16.16,12.369,9.425,14.749,1,DIAMOND
5.3571,0.3571,0.2143,0.6111,0.248,1,0.0,8.1818,0.3636,0.3636,0.3478,0.1928,3.0,0.0769,7.1972,0.5021,0.0,0.6667,0.2825,0.0,0.5,0,PcGU749Qey4g0NQiIfduJVMnCcW3e9hzGdO4Bhej6Zypxkk_OCY9f02yvk8U9XJcWcUHQBKw6VelYw,BR1_3273947216,16.16,14.0,11.0,5.975,1,DIAMOND
7.3571,0.3571,0.2143,0.3636,0.2605,1,0.0,8.5794,0.1928,0.1928,0.381,0.2367,2.0,0.3333,,,,,,,,0,_7AodYGjhXoiWeK__knEJ7NYKxOIDP6xdFzmsrSwpIGixIN-kY6Zds2Ztms4dVXuh1iLY6NwZ96SAg,BR1_3274010151,16.16,14.0,10.374,0.0,1,DIAMOND
7.2017,0.4321,0.072,0.6667,0.3518,4,0.0,10.6828,0.1287,0.2574,0.5385,0.3509,2.0,0.5,7.9387,0.0,0.0,0.25,0.212,1.0,0.0,1,_7AodYGjhXoiWeK__knEJ7NYKxOIDP6xdFzmsrSwpIGixIN-kY6Zds2Ztms4dVXuh1iLY6NwZ96SAg,BR1_3273997874,16.16,13.886,7.769,3.023,1,DIAMOND
8.8395,0.4092,0.1637,0.25,0.2562,1,0.0,8.2929,0.2347,0.3912,0.5882,0.3045,2.0,0.2,3.8945,0.0,0.3245,0.3333,0.2566,0.0,0.1111,0,_7AodYGjhXoiWeK__knEJ7NYKxOIDP6xdFzmsrSwpIGixIN-kY6Zds2Ztms4dVXuh1iLY6NwZ96SAg,BR1_3271781401,16.16,12.218,12.782,3.081,0,DIAMOND
6.5108,0.1463,0.2195,0.0909,0.1489,0,0.0,12.5976,0.5039,0.0,0.0,0.1276,0.0,0.0,,,,,,,,0,xYCSH2ZtsP1PS5HvzRhn8cQ6yJyTjsihaXa4eG_AzkjXi9lDQCc1N053cPjdOUpdmGhagbWwEKBs5w,BR1_3264332899,16.14,13.67,1.984,0.0,0,DIAMOND
8.175,0.2019,0.2019,0.5,0.2598,0,0.0,8.1611,0.0,0.288,1.0,0.3105,1.0,0.2143,0.0,0.0,0.8511,1.0,0.2923,0.0,0.5,0,CxRBQBVLKE1EsUvqoyNm4NzSlScvnbafjb0MljnmkEf2mgwcLI5Wzj5T73oM2ICEl_orYFOHI-x2Gw,BR1_3270774704,16.15,9.908,10.415,1.175,0,DIAMOND
5.9717,0.2878,0.2158,0.3333,0.3371,0,0.0,6.8273,0.5252,0.2101,0.4,0.3298,1.0,0.0,3.2365,0.0,0.5394,0.0,0.1925,0.0,0.0,0,aQE7EXA_WDqgPwVg8x3DzOf068fMR07S-ZWeRRJlY8_uJGpJq0fN1J_bDYEPCEdJ_ipee90AUZZb1g,BR1_3273230755,16.16,13.899,9.521,1.854,0,DIAMOND
7.4286,0.3571,0.1429,0.2,0.1975,0,0.0,8.5287,0.3967,0.0992,0.4286,0.2022,0.0,0.0909,8.1595,0.1665,0.1665,0.2,0.2091,0.0,0.125,0,yQlep1zDndCFhlHZsoIsaYg2-0HK0kuJFhNvjBjXY3IqbuVSd8o1IRRomcn2CMoV-D5mdcz64hGKEg,BR1_3270063650,16.15,14.0,10.084,6.005,0,DIAMOND
8.2857,0.3571,0.1429,0.6154,0.3237,1,0.0,7.6364,0.3636,0.3636,0.5,0.2377,1.0,0.0,5.8795,0.2352,0.2352,0.6071,0.282,2.0,0.1176,0,yQlep1zDndCFhlHZsoIsaYg2-0HK0kuJFhNvjBjXY3IqbuVSd8o1IRRomcn2CMoV-D5mdcz64hGKEg,BR1_3269484160,16.15,14.0,11.0,17.008,1,DIAMOND
9.8571,0.3571,0.0,0.5,0.2172,1,0.0,7.2727,0.4545,0.3636,0.3333,0.1857,0.0,0.1429,8.8688,0.626,0.313,0.0,0.1582,0.0,0.1667,0,Lfom9y9DwNzpL2oeEaurSN8Ft_3AVqd5CHPIH9CtQ5z0DHqAVnlIc_psdYZzbXVkDDUxeZkGmqoH7A,BR1_3278589121,16.17,14.0,11.0,9.584,0,DIAMOND
9.0669,0.3842,0.0,0.2143,0.1763,0,0.0,7.0932,0.2086,0.1043,0.5625,0.2099,1.0,0.0,,,,,,,,0,Lfom9y9DwNzpL2oeEaurSN8Ft_3AVqd5CHPIH9CtQ5z0DHqAVnlIc_psdYZzbXVkDDUxeZkGmqoH7A,BR1_3278574762,16.17,13.014,9.587,0.0,1,DIAMOND
1.6633,0.0,0.0,0.0,0.3343,0,,,,,,,,,,,,,,,,0,Lfom9y9DwNzpL2oeEaurSN8Ft_3AVqd5CHPIH9CtQ5z0DHqAVnlIc_psdYZzbXVkDDUxeZkGmqoH7A,BR1_3278571457,16.17,1.202,0.0,0.0,0,DIAMOND
9.8421,0.222,0.0,0.1667,0.171,1,0.0,7.6611,0.4353,0.0871,0.7,0.3057,1.0,0.1111,3.4134,0.0,0.3251,0.6923,0.2405,0.0,0.1176,0,Lfom9y9DwNzpL2oeEaurSN8Ft_3AVqd5CHPIH9CtQ5z0DHqAVnlIc_psdYZzbXVkDDUxeZkGmqoH7A,BR1_3278481195,16.17,13.513,11.487,12.305,0,DIAMOND
7.9286,0.2857,0.0714,0.1429,0.2088,1,0.0,7.5455,0.4545,0.2727,0.4167,0.2805,2.0,0.0833,4.8915,0.0,0.3106,0.5385,0.2146,2.0,0.1818,0,Lfom9y9DwNzpL2oeEaurSN8Ft_3AVqd5CHPIH9CtQ5z0DHqAVnlIc_psdYZzbXVkDDUxeZkGmqoH7A,BR1_3278299858,16.17,14.0,11.0,12.88,0,DIAMOND
7.7491,0.3799,0.3039,0.2857,0.2128,0,0.0,6.0017,0.0,0.4617,0.5,0.3357,0.0,0.3333,,,,,,,,0,OFTHHDiLtpjrwvt_4OTKmUa48Xo_quviQmqNx4SuFJFrwBGTsWZ5cCQdlrIBCCOd2DSeeVEHEPA8zA,BR1_3271975630,16.16,13.163,2.166,0.0,0,DIAMOND
5.0714,0.2857,0.2857,0.4286,0.1722,1,0.25,5.3636,0.3636,0.3636,0.7778,0.1826,0.0,0.125,5.842,0.508,0.254,0.3333,0.3326,1.0,0.0714,0,OFTHHDiLtpjrwvt_4OTKmUa48Xo_quviQmqNx4SuFJFrwBGTsWZ5cCQdlrIBCCOd2DSeeVEHEPA8zA,BR1_3263332688,16.14,14.0,11.0,7.874,1,DIAMOND
6.2176,0.1658,0.3316,0.3,0.1911,1,0.0,8.3808,0.3944,0.493,0.3,0.2177,0.0,0.0,6.0108,0.4508,0.3005,0.8333,0.3155,0.0,0.5,0,OFTHHDiLtpjrwvt_4OTKmUa48Xo_quviQmqNx4SuFJFrwBGTsWZ5cCQdlrIBCCOd2DSeeVEHEPA8zA,BR1_3262308224,16.14,12.062,10.142,6.655,0,DIAMOND
6.4639,0.3447,0.2586,0.3846,0.2391,2,0.0,8.0612,0.594,0.1697,0.5,0.274,2.0,0.1818,3.4766,0.5794,0.0,1.0,0.3139,0.0,0.1667,0,oFnGKE98rG4nczIHctMc3F1cPfMLBn5MTpDGlcJzdik8PZqE4n2iNyBNLZDBNfSDjwXFbNNbr0vA5Q,BR1_3276343604,16.17,11.603,11.785,1.726,0,DIAMOND
5.246,0.2248,0.1499,0.3333,0.2415,1,0.0,3.631,0.6869,0.3925,0.5,0.295,0.0,0.2,7.1715,0.4553,0.3415,0.1667,0.2677,0.0,0.3571,0,W7ixmkiubx0zppIl-UZthl_0MHr3DSmafP6_phg-BEomfiF4QM6_EhW07FqkYHBDa8MnV2Vq_VNhYA,BR1_3278722086,16.17,13.344,10.19,8.785,0,DIAMOND
7.2022,0.3065,0.2299,0.5,0.3426,2,0.0,4.6031,0.0,0.2511,0.6818,0.3931,0.0,0.1,3.8055,0.0,0.346,0.4,0.3132,1.0,0.3333,0,W7ixmkiubx0zppIl-UZthl_0MHr3DSmafP6_phg-BEomfiF4QM6_EhW07FqkYHBDa8MnV2Vq_VNhYA,BR1_3278649799,16.17,13.052,11.948,2.891,1,DIAMOND
6.464,0.3007,0.0752,0.4706,0.3793,3,0.0,6.4423,0.3514,0.2343,0.2,0.287,1.0,0.125,2.9166,0.4964,0.4344,0.5417,0.2866,0.0,0.1429,0,W7ixmkiubx0zppIl-UZthl_0MHr3DSmafP6_phg-BEomfiF4QM6_EhW07FqkYHBDa8MnV2Vq_VNhYA,BR1_3278385265,16.17,13.304,8.537,16.114,1,DIAMOND
0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,0,W7ixmkiubx0zppIl-UZthl_0MHr3DSmafP6_phg-BEomfiF4QM6_EhW07FqkYHBDa8MnV2Vq_VNhYA,BR1_3278381427,16.17,1.201,0.0,0.0,1,DIAMOND
5.4844,0.3596,0.3596,0.5714,0.478,3,0.0,4.7339,0.4641,0.3713,0.4615,0.2533,3.0,0.2222,4.2557,0.4836,0.3869,0.4667,0.197,0.0,0.0,0,W7ixmkiubx0zppIl-UZthl_0MHr3DSmafP6_phg-BEomfiF4QM6_EhW07FqkYHBDa8MnV2Vq_VNhYA,BR1_3278359703,16.17,11.122,10.773,10.339,0,DIAMOND
7.1418,0.3401,0.17,0.5,0.2852,0,0.0,6.702,0.0,0.3351,0.7692,0.3824,3.0,0.0909,2.3787,0.0,0.3244,0.7778,0.3551,1.0,0.125,1,iOb7-TXUgqx01FZ_9rKX-OVR4PRnF0cq24cVVCVgXkinkSK7CjW1Li_J6J_Xg8ErnDb46Lb0y3HKVw,BR1_3278512973,16.17,11.762,11.937,9.249,0,DIAMOND
5.1376,0.3618,0.1447,0.375,0.1861,1,0.0,4.4161,0.0,0.1162,0.5,0.2676,1.0,0.1875,,,,,,,,0,iOb7-TXUgqx01FZ_9rKX-OVR4PRnF0cq24cVVCVgXkinkSK7CjW1Li_J6J_Xg8ErnDb46Lb0y3HKVw,BR1_3278514072,16.17,13.82,8.605,0.0,1,DIAMOND
6.3096,0.2151,0.2151,0.5,0.3694,3,0.0,6.1241,0.0,0.2268,0.5,0.1989,1.0,0.2,7.158,0.0,0.0,1.0,0.5506,0.0,0.2,0,iOb7-TXUgqx01FZ_9rKX-OVR4PRnF0cq24cVVCVgXkinkSK7CjW1Li_J6J_Xg8ErnDb46Lb0y3HKVw,BR1_3278500825,16.17,13.947,8.818,1.956,1,DIAMOND
6.761,0.3258,0.3258,0.2,0.2163,0,0.0,4.5584,0.0,0.3144,0.5,0.305,1.0,0.0,5.3637,0.0,0.3576,0.4444,0.1794,0.0,0.2,0,iOb7-TXUgqx01FZ_9rKX-OVR4PRnF0cq24cVVCVgXkinkSK7CjW1Li_J6J_Xg8ErnDb46Lb0y3HKVw,BR1_3275274088,16.16,12.276,12.724,8.39,0,DIAMOND
2.0594,0.1791,0.0895,0.25,0.147,1,0.0,7.3846,0.208,0.104,0.5,0.0753,0.0,0.1111,3.0413,0.0,0.4679,0.25,0.1033,0.0,0.0,0,iOb7-TXUgqx01FZ_9rKX-OVR4PRnF0cq24cVVCVgXkinkSK7CjW1Li_J6J_Xg8ErnDb46Lb0y3HKVw,BR1_3274814485,16.16,11.168,9.615,4.275,0,DIAMOND
7.0211,0.3304,0.0826,0.1111,0.2216,0,0.0,8.4686,0.0,0.0,0.0,0.1084,0.0,0.5,,,,,,,,0,0rtmXZ86PMcKg5dYkRCuSpyzv2UXhCgNdpFw6O0CHRpJYDvHC6oXybXX6X0oTnbKb275_O72Tj8HAg,BR1_3265229275,16.14,12.106,0.709,0.0,0,DIAMOND
7.4581,0.3729,0.0932,0.1111,0.0613,0,0.0,9.409,0.4004,0.0,0.1667,0.1147,0.0,0.0,9.5831,0.4637,0.0,0.8333,0.1785,0.0,0.6,0,0rtmXZ86PMcKg5dYkRCuSpyzv2UXhCgNdpFw6O0CHRpJYDvHC6oXybXX6X0oTnbKb275_O72Tj8HAg,BR1_3265220301,16.14,10.727,9.99,6.47,0,DIAMOND
5.2323,0.2907,0.1938,0.3333,0.1386,0,0.0,,,,,,,,,,,,,,,1,0rtmXZ86PMcKg5dYkRCuSpyzv2UXhCgNdpFw6O0CHRpJYDvHC6oXybXX6X0oTnbKb275_O72Tj8HAg,BR1_3263958949,16.14,10.32,0.0,0.0,0,DIAMOND
7.3882,0.3111,0.0778,0.5,0.0808,0,0.0,6.7536,0.4942,0.1647,0.4737,0.1649,1.0,0.0,7.2951,0.228,0.0,0.2857,0.0605,0.0,0.125,0,0rtmXZ86PMcKg5dYkRCuSpyzv2UXhCgNdpFw6O0CHRpJYDvHC6oXybXX6X0oTnbKb275_O72Tj8HAg,BR1_3263952803,16.14,12.858,12.142,4.386,1,DIAMOND
5.5515,0.3365,0.1682,0.4444,0.1614,0,0.0,7.4745,0.3051,0.2288,0.3158,0.252,2.0,0.125,3.8022,0.4225,0.2112,0.2727,0.2423,1.0,0.125,0,TzgGguVKCPQzaPd5t1uFofcuDu8LuyJBVhcclBMuiu3rSi-gYNUrJkQlREp7em37EiAYIC9pEZNxBw,BR1_3272693232,16.16,11.889,13.111,4.734,1,DIAMOND
7.1429,0.2143,0.0,0.5556,0.273,1,0.0,4.5455,0.0,0.1818,0.4286,0.3002,1.0,0.125,5.594,0.0,0.3996,0.4286,0.3293,0.0,0.0,0,6IJIRcPGg0JpdlqTLsveDrDCJTgo-g0fZsK5xMzdT6CebOokX31DuNJASYmb0xc6OK8UMfi-0Vxc-w,BR1_3278540579,16.17,14.0,11.0,2.503,1,DIAMOND
7.2614,0.3301,0.165,0.4286,0.2031,0,0.0,7.2345,0.0,0.2411,0.0,0.2339,0.0,0.2,,,,,,,,0,6IJIRcPGg0JpdlqTLsveDrDCJTgo-g0fZsK5xMzdT6CebOokX31DuNJASYmb0xc6OK8UMfi-0Vxc-w,BR1_3278522279,16.17,12.119,4.147,0.0,0,DIAMOND
