early_cs_per_min,early_vision_per_min,early_deaths_per_min,early_kill_participation,early_damage_share,early_solo_kills,early_objective_proximity,mid_cs_per_min,mid_vision_per_min,mid_deaths_per_min,mid_kill_participation,mid_damage_share,mid_solo_kills,mid_objective_proximity,late_cs_per_min,late_vision_per_min,late_deaths_per_min,late_kill_participation,late_damage_share,late_solo_kills,late_objective_proximity,early_first_blood_involved,puuid,match_id,patch,early_duration_min,mid_duration_min,late_duration_min,win
6.9859,0.3601,0.072,0.25,0.2934,1,0.25,7.1075,0.2699,0.09,0.5,0.3532,0,0.1818,4.2212,0.4871,0.4871,0.3333,0.1808,0.0,0.0,0,yfUPgM0dK4uRFl3-IavjQjpTCQJNUtKdedfexjmle_QpcWsUDpV8pRuK-553TTWTvR6ofrjY8UALww,BR1_3250660094,16.11,13.885,11.115,6.159,0
7.649,0.4079,0.102,0.5,0.2739,1,0.0,6.7128,0.0658,0.1316,0.5,0.2895,2,0.1,5.1396,0.0676,0.4058,0.5909,0.2899,3.0,0.1818,0,KKjXQQFKjLuDohvmiTnXyFyK7fK8HLzJ5mrxsP-SpmMbB9J9JBeKhJeAjNGFVl6L_abRI9mgYI2knw,BR1_3252601583,16.12,9.805,15.195,14.787,1
6.5,0.2143,0.2143,0.0,0.2028,0,0.0,6.0761,0.434,0.217,0.5455,0.1283,0,0.2727,2.824,0.4555,0.1822,0.6,0.2031,0.0,0.2667,0,t-OtDaH5MD-uAzpAhm_YGvt1JUM7QWt6wU2y5781E_1SNaz2Nf_T_OQsan_B2lvKhk5lORoI9opknA,BR1_3250798109,16.12,14.0,9.216,10.977,0
7.0714,0.4286,0.0714,0.3333,0.1437,0,0.0,8.8182,0.6364,0.0909,0.3636,0.1935,1,0.1111,9.1764,0.6372,0.0,0.5,0.221,1.0,0.0833,0,2ApDGMHfIkhn_kS37HwsX4XUN6K_OWEaWrZi-nDnmGyiVhP6_MqXe1tsNqyHxEy0Az6wE5d1H8XCSA,BR1_3252735955,16.12,14.0,11.0,7.846,1
5.8537,0.2373,0.1582,0.1429,0.145,0,0.0,4.9375,0.395,0.395,0.6667,0.2077,1,0.1111,8.5871,0.0,0.101,0.5385,0.2194,0.0,0.1875,0,EnghEC1Xm20B8s5JEdIK-ZUo3qIwQsdAOrM0ETphQMbz9-X7dz_gaEJ2Rn1AunzdPjeFUyR_lQg6Ng,BR1_3250597876,16.11,12.642,10.126,9.899,0
0.2857,0.0714,0.0,0.0,0.022,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,SRc1FSD7esblymiMO7Mp1znyCAHi7WCRVBezzTy3jL3b7C1M_mmLKPsZtmw8Sf2Xa4AOxjC79BKyAA,BR1_3252592547,16.12,14.0,11.0,-23.608,1
7.4758,0.336,0.168,0.3,0.2261,1,0.25,6.0403,0.0,0.5352,0.4615,0.1784,0,0.0909,4.8623,0.0,0.4523,0.3684,0.1401,0.0,0.0,0,XpRB7trFfUtNgcfFhPZYrmx7a6BgrxEKqNtzXEevfmdsM7ivApI4NX2NtdQDt7qUG-wfovEBGH4_iw,BR1_3250812210,16.12,11.905,13.079,8.844,1
6.7143,0.2857,0.0,0.6,0.2171,2,0.6,6.5455,0.0,0.3636,0.3333,0.25,1,0.1111,5.1109,0.2463,0.3079,0.6,0.263,1.0,0.25,1,n2959LdTvW_KDWCiMlkjc7bxaVDhqBMVVzY9CgKc19A98JKGmTb-Tf9Lxq_asfiyX_oKpzcxLuD2uA,BR1_3252813461,16.12,14.0,11.0,16.24,0
7.2766,0.4231,0.0,0.3333,0.3437,2,0.0,6.752,0.3793,0.2276,0.44,0.2819,1,0.1053,9.2502,1.1563,0.0,0.6667,0.2383,0.0,1.0,0,mYsYdkky2ZHqdrRDwMMj4hGQE0JpPsUMiefs5fkL1bXoQUT5YXaTrSwV-isP3r3lMc6xvGqBc8t5rg,BR1_3251786048,16.12,11.819,13.181,1.73,1
7.0613,0.3603,0.1441,0.3333,0.1354,0,0.0,8.6319,0.5395,0.1798,0.3077,0.3317,1,0.0833,10.3113,0.4969,0.3727,0.5,0.2415,1.0,0.1818,0,4EG9eIp0ZVMaLXQjSNA6OyNXPz31MMI76GMO9QzZGrkwIQ7-aFe7EWO0nw8AhPCgJy74YhSVXvuI7Q,BR1_3252783432,16.12,13.878,11.122,8.049,1
5.1996,0.341,0.2557,0.4286,0.2606,0,0.8,5.3236,0.4436,0.5324,0.2222,0.2236,0,0.0,4.4227,0.4146,0.3455,0.4118,0.1154,0.0,0.2353,0,EX1h7LCRP9QhjhHeWsnsa-ciSL1L60VPp12NKCVNvSpcwBtr1tWVLiirIVmUVTu7okc9ref3ufW0KQ,BR1_3250044124,16.11,11.732,11.271,14.471,0
6.3897,0.2028,0.2028,0.1667,0.2056,0,0.0,4.8215,0.4623,0.1981,0.5,0.2241,1,0.1667,3.1259,0.329,0.329,0.52,0.2941,4.0,0.1923,0,41DGNb2cDMctF3h9xoGtF_OZQLfcjqqZi90SJPAomZXlizy5cweQA5vmwkivtmQ57XCqTMTuMXmzeg,BR1_3252040680,16.12,9.86,15.14,24.313,0
5.6429,0.4286,0.3571,0.3571,0.2936,3,0.2,5.0,0.7273,0.3636,0.4667,0.2849,2,0.1,3.1968,0.6802,0.5441,0.4211,0.2352,0.0,0.1333,1,CvoDTkDtoDPnxXgugaPQJT76ue7-tBrE2GbFT0D85V8fdAoR3M5rsP50quSwZVXPLECI26bZmvdF2A,BR1_3251927010,16.12,14.0,11.0,14.702,0
5.3571,0.2857,0.0714,0.1429,0.27,0,0.0,6.3636,0.3636,0.0909,0.5,0.1979,0,0.25,4.7801,0.4481,0.4481,0.4286,0.2268,1.0,0.0556,0,c8krKZRSAekUPVjXj-QPODS-PfyhcN2GhJcovU4NwMWEgdk4b55HhVsxMOt4als5xBXtH2cDqNv_nQ,BR1_3251839534,16.12,14.0,11.0,13.389,0
5.5,0.2857,0.3571,0.3333,0.2473,0,0.0,5.6364,0.5455,0.2727,0.2222,0.1824,0,0.1667,6.6468,0.4748,0.3165,0.5,0.1845,0.0,0.125,0,VL-D4cl8CBoSJ6TMQ6DJVy4TDD3It99QINkGcaWVJtCWpl1ckSvDiBGPIsE7PbanhE9tEPM0vxjOWA,BR1_3247434912,16.11,14.0,11.0,6.319,0
7.3571,0.2857,0.0714,0.375,0.2158,2,0.0,8.7911,0.3936,0.2624,0.4,0.2464,0,0.0,6.1475,0.3659,0.4391,0.4118,0.3257,3.0,0.0,0,cRNieDRj6dPQ2MhN7McPLFy4eSIWK3RR2MHOBVNGR4oakywJzwUZSHJDWy8qXFlXOiQtJ1XzSD5sLQ,BR1_3252503686,16.12,14.0,7.621,13.664,1
0.1429,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,M8AkDoq7iFNxFpBbLxFA6BCz3TnNfbQ74DdY1IkpFyZ5ndZ9TSrGZ1qzGhEdbrkksA3xj-FsGdWoYA,BR1_3252264886,16.12,14.0,11.0,-23.754,0
5.5,0.2857,0.2857,0.3571,0.3505,2,0.0,8.2727,0.1818,0.2727,0.6875,0.3717,0,0.2,4.9362,0.3291,0.3291,0.7222,0.4497,4.0,0.25,0,n2959LdTvW_KDWCiMlkjc7bxaVDhqBMVVzY9CgKc19A98JKGmTb-Tf9Lxq_asfiyX_oKpzcxLuD2uA,BR1_3252804739,16.12,14.0,11.0,9.116,1
6.9219,0.3377,0.0844,0.5,0.3124,3,0.0,6.082,0.6842,0.2281,0.5455,0.2753,1,0.0909,5.7816,0.5162,0.3097,0.6,0.2108,0.0,0.0667,1,KIcWNnApypcbjFqdnR3U52OphyPgiw0R7axCVJdpwn6oHOyCLgIANUVp4K3q_f_qg6vaEh0vBusB1w,BR1_3250816493,16.12,11.847,13.153,9.686,0
6.8509,0.1651,0.0825,0.2778,0.2073,2,0.25,5.8203,0.3638,0.3638,0.3125,0.2191,0,0.1429,6.5633,0.4688,0.2344,0.7368,0.2257,1.0,0.1364,0,3OoYuJZbHGIKqxWL6PrjrKtSKHnZpnGYwh_y3GrnZoFO2PCFnthu3lPrTrRb3D_-oMrSTYx80BBuIg,BR1_3250862535,16.12,12.115,10.996,12.798,1
6.2143,0.2857,0.0714,0.1818,0.1149,0,0.2,6.0,0.4545,0.2727,0.375,0.149,0,0.1,7.4467,0.3155,0.1893,0.4667,0.1831,0.0,0.2857,0,9rEmrenPzReiqkdf0Xmc41uNacC-zjkx-jfw6OlrKoWGhkg-L_KmlNdce5-o8xblCOKMN1WtO-HbqA,BR1_3251916343,16.12,14.0,11.0,15.846,0
0.3571,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,M1nMhcOhs_EnRPrbCKSJ2Mv9OyanRSKCVJoLq9HIpa6C815FON_myx6YOgKRMhUFsJIR9kRyOx4iXQ,BR1_3252604978,16.12,14.0,11.0,-23.45,1
6.2857,0.3571,0.2857,0.5714,0.2531,1,0.5,7.0909,0.1818,0.3636,0.4167,0.3045,3,0.2857,7.4103,0.0,0.3069,0.6333,0.3008,1.0,0.1379,1,Q4m0CXBC6QUdhnnMuYRhIyPBvgPzxYfIizD3NgRshN5FfrXvXk2RxMkd_3bEkLzNd_Rrl9QCw7CdEA,BR1_3252233091,16.12,14.0,11.0,22.806,1
7.6267,0.492,0.246,0.3333,0.3275,4,0.5,7.0279,0.6247,0.3124,0.5,0.3448,3,0.0,7.5495,0.7864,0.2359,0.2,0.1582,1.0,0.25,0,YV-n2n8naJcABbIucWwOpdQiIib4oW4Fk3_IonVEOVMqPkqN5onbl_ktdrApLQqpFver7FXgD9N8pg,BR1_3252868345,16.12,12.194,12.806,12.716,1
4.7143,0.4286,0.0714,0.4545,0.1429,1,0.2,4.0394,0.5049,0.5049,0.2,0.1533,0,0.3,6.5517,0.2978,0.2978,0.4286,0.241,1.0,0.0,0,IXyXv4_o8F2QVvnMk9sbzUH5imX4YDGMmquRVNGcm3j_Lmu1k8-i2Ki3HNYyJm4DcpaWzhNMGKzFDQ,BR1_3252873037,16.12,14.0,9.902,10.074,0
6.6559,0.2863,0.1431,0.4,0.1824,2,0.0,5.5933,0.4221,0.1055,0.6923,0.3422,1,0.0,4.2655,0.4675,0.2337,0.6111,0.2479,1.0,0.05,0,yfUPgM0dK4uRFl3-IavjQjpTCQJNUtKdedfexjmle_QpcWsUDpV8pRuK-553TTWTvR6ofrjY8UALww,BR1_3248084436,16.11,13.973,9.476,17.114,0
4.5,0.2857,0.0714,0.6667,0.3068,2,0.4,4.2043,0.3153,0.5255,0.75,0.2349,3,0.125,1.4154,0.0,0.5662,0.6,0.2667,1.0,0.375,0,DjhqQoLKFuGE591D6Yi8ogtc6t1PuyFKCIxleyl9l6LnnS0ceHtpiGR0u4X8nPT1T4M2TJKeaImiUw,BR1_3252498716,16.12,14.0,9.514,10.598,0
7.9286,0.3571,0.0714,0.4667,0.2174,2,0.0,7.1626,0.3357,0.1119,0.25,0.1674,0,0.4444,2.1804,0.3848,0.2565,0.6,0.119,0.0,0.2857,0,9bku14AC-Z-dvqgqHuL5fdOn839iiW9bqInwf4fE-WKScqepLNbF5sPhNNOD8bfaZpkw9ZaclTm4Gw,BR1_3252861823,16.12,14.0,8.935,7.797,1
4.9486,0.0,0.303,0.6667,0.2715,1,0.0,5.4695,0.0793,0.3963,0.4211,0.2123,1,0.0,4.3845,0.2989,0.2989,0.4444,0.247,2.0,0.2,0,rkgnxLwSKBlB9mmzy8b-m4UXW-AxOooSzjPuo7hNBV5qIL5x-l1LOlYZnIYaRAv5pQCMaZYtBSQ91w,BR1_3252012493,16.12,9.902,12.615,20.071,1
7.1835,0.2799,0.1866,0.1875,0.2402,1,0.0,3.8513,0.4902,0.3501,0.381,0.1393,1,0.1111,1.0549,0.0,0.7033,0.5,0.177,0.0,0.3333,0,A821OP-5dxawAlButOgGyKxGn9AiET1ryOsqmxOv2fKotNC9c6pOxYXlh_IROJz2qTCzVh1UnLKaDQ,BR1_3248642694,16.11,10.719,14.281,2.844,1
7.4764,0.3738,0.0,0.1,0.0804,0,0.0,7.3121,0.086,0.086,0.2143,0.1694,0,0.1818,7.6201,0.0,0.3629,0.2857,0.1868,0.0,0.3,0,zGX_R8TwLScai5Olw7HVbusMSgH3ZJpBV2CYQv9Fg-7nvizK4qL55YxKpNkXnyw5GGEvg6wSaN1MJQ,BR1_3252819438,16.12,13.375,11.625,8.268,0
8.0834,0.3416,0.1139,0.3333,0.3122,0,0.3333,1.295,0.0617,0.1233,0.6667,0.517,0,0.0,,,,,,,,0,EX1h7LCRP9QhjhHeWsnsa-ciSL1L60VPp12NKCVNvSpcwBtr1tWVLiirIVmUVTu7okc9ref3ufW0KQ,BR1_3251967164,16.12,8.783,16.217,-13.515,0
7.6532,0.1486,0.2972,0.4167,0.3146,4,0.0,6.065,0.2599,0.2599,0.6429,0.4575,6,0.0,4.972,0.5099,0.3825,0.2,0.2374,0.0,0.0769,0,DjhqQoLKFuGE591D6Yi8ogtc6t1PuyFKCIxleyl9l6LnnS0ceHtpiGR0u4X8nPT1T4M2TJKeaImiUw,BR1_3252641287,16.12,13.458,11.542,7.844,0
5.5714,0.5714,0.2857,0.25,0.2598,1,0.0,6.3636,0.5455,0.4545,0.4444,0.2117,1,0.1667,10.2124,0.8754,0.1459,0.4,0.161,0.0,0.0,0,n4r7pxsLU7X4YEqxJuEzFqjCIrVdNS0VXl5gbjSJpn3bIDPnS4oWwKS2_kUZAD7cfqazlnxOTKW-GA,BR1_3251715902,16.12,14.0,11.0,6.854,1
6.4496,0.1554,0.0777,0.4,0.1678,1,0.0,6.3894,0.259,0.1727,0.9,0.2597,2,0.1111,5.0178,0.0,0.3136,1.0,0.4312,0.0,0.375,0,SRc1FSD7esblymiMO7Mp1znyCAHi7WCRVBezzTy3jL3b7C1M_mmLKPsZtmw8Sf2Xa4AOxjC79BKyAA,BR1_3252340553,16.12,12.869,11.582,3.189,0
7.4286,0.4286,0.2857,0.3125,0.2471,2,0.2,8.5845,0.3815,0.1908,0.4706,0.3515,1,0.1818,8.8607,0.0,0.4028,0.6,0.3157,2.0,0.125,0,UZvjKNrQ6wVxGwy61PFcvOPItClfQhnwirB-HNy5bCH6dhMT90c5UMNz2WR_MBU56E8bdgZyeITYsw,BR1_3250724669,16.12,14.0,10.484,2.483,1
5.0,0.2857,0.4286,0.3333,0.1912,0,0.0,6.9091,0.4545,0.4545,0.1,0.174,0,0.0909,6.2558,0.272,0.816,0.5,0.2858,0.0,0.0,0,YshLWzXv-O0fMLGfAUa5o9aDkqyPBj4E2CZCdUQWFbdrQ3Aul2zwmgdAYl5TYsLuDRODJRpxjLKTew,BR1_3252672777,16.12,14.0,11.0,3.677,0
7.5,0.4286,0.1429,0.3,0.2933,0,0.0,5.8976,0.251,0.3764,0.5,0.2777,0,0.0,4.3027,0.1871,0.3741,1.0,0.2297,0.0,0.1818,0,p3uZ7e7AgFmm_AttGTd3B013_84C_BAM3jvc6d2SHPPzrfEejuzx1X5p-wjwPupEllLl09QtAHresQ,BR1_3252610525,16.12,14.0,7.969,5.345,0
6.6826,0.2905,0.1453,0.1111,0.1667,0,0.0,4.6292,0.2671,0.3561,0.6667,0.2638,1,0.25,,,,,,,,0,UFAEfxnhGMV0tmXuI7QfeZpz-nTTxvWS4RFdKhfdHly9FTyYU_5nRoTAD9JsR_BRhyZQOVRPgVGZfw,BR1_3252831121,16.12,13.767,11.233,-4.238,0
7.5714,0.3571,0.2857,0.4286,0.3525,3,0.0,8.6364,0.3636,0.3636,0.0588,0.1967,0,0.1667,11.0839,0.3695,0.1847,0.4615,0.1963,2.0,0.1,0,bnOFktu2-P3JoT34frC1ydmRqDpMqP7dIi2EQMHovxWSdq5X_uFt-1j3BcYYbtJ2cWR26TVYOaK9xw,BR1_3252651526,16.12,14.0,11.0,5.413,1
6.2188,0.1555,0.3109,0.1333,0.1248,0,0.0,6.4961,0.0,0.4331,0.3684,0.203,1,0.1818,7.5458,0.1728,0.2304,0.5455,0.1705,1.0,0.1667,0,M8AkDoq7iFNxFpBbLxFA6BCz3TnNfbQ74DdY1IkpFyZ5ndZ9TSrGZ1qzGhEdbrkksA3xj-FsGdWoYA,BR1_3251766044,16.12,12.864,11.545,17.361,0
6.8502,0.3468,0.1734,0.4,0.1697,1,0.0,7.1283,0.3713,0.2228,0.4615,0.2068,0,0.0,5.1832,0.3628,0.311,0.4762,0.1855,0.0,0.1053,0,ZFTfIvIVBi5gHqRHj-1D9OXKl9bagm1y4B6yTPPHgqWweT5Airez_0kwTuETV9Pnt-EZWGhnY_3eUg,BR1_3252754769,16.12,11.533,13.467,19.293,0
4.6429,0.3571,0.2143,0.6,0.3126,0,1.0,3.9091,0.0909,0.1818,0.0,0.2136,0,0.0,,,,,,,,0,IXyXv4_o8F2QVvnMk9sbzUH5imX4YDGMmquRVNGcm3j_Lmu1k8-i2Ki3HNYyJm4DcpaWzhNMGKzFDQ,BR1_3252807250,16.12,14.0,11.0,-6.599,0
6.6253,0.3841,0.096,0.3125,0.2739,2,0.0,4.1137,0.4114,0.3428,0.6154,0.2791,6,0.25,2.1296,0.5093,0.4167,0.6087,0.2817,2.0,0.0769,0,01Ii9IXS9Zmc1E4drD52u-t7pq-RvF97LO7CB6_vFxeflULMAkdIvSw1dMkt69CzxtNfeDNyYscaVQ,BR1_3251333847,16.12,10.415,14.585,21.6,0
8.3056,0.3534,0.1767,0.3,0.1756,1,0.0,7.2356,0.3654,0.4385,0.3889,0.2439,1,0.2,7.3929,0.5914,0.4436,0.5,0.3081,1.0,0.25,0,NrL9s5r2afHvVFEmOWmAHdr8V7m_fzWEduSW6Af6Jq9jg4Jm94GYHujaHEbLAJfs4I5wqSt8v4qyMw,BR1_3252853691,16.12,11.318,13.682,6.763,0
5.1898,0.0824,0.3295,0.25,0.3255,1,0.0,3.3435,0.0,0.2333,0.2,0.1943,0,0.2,,,,,,,,0,b_p7lsrKf2mFmuGVTOh8hi6vXbXsZxE1zsxXAMJRxBlNNTf69Kksu1hCwKWZTJ6QssYus0ylp6vymw,BR1_3250604256,16.11,12.139,12.861,-3.547,0
6.3991,0.2258,0.1506,0.2778,0.2019,1,0.5,7.3524,0.387,0.387,0.5,0.1856,0,0.1,0.6567,0.6567,0.6567,0.0,0.3598,0.0,0.0,0,taHbTunOxlcN4bMdqAxTA7PlacwmAp6a_NzftRlpca_vfH4GZdf5LqAk1-ko4oKCuQXqM9nlDM4Zng,BR1_3251402185,16.12,13.283,10.337,1.523,0
7.6429,0.1429,0.1429,0.2,0.116,0,0.2,8.5455,0.3636,0.3636,0.2857,0.2123,0,0.0769,6.4706,0.0,0.5882,0.1667,0.1185,0.0,0.0,0,L6-pVFPDVQCqWwIG59YuHmkIouBbccpjbJPHDE4EfLA5MiMjR7b1YH4BNJB48EGiPEbRT8E9zKX-1g,BR1_3252856466,16.12,14.0,11.0,3.4,0
2.3571,0.0,0.0714,0.3333,0.1692,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,L6-pVFPDVQCqWwIG59YuHmkIouBbccpjbJPHDE4EfLA5MiMjR7b1YH4BNJB48EGiPEbRT8E9zKX-1g,BR1_3252817710,16.12,14.0,11.0,-20.645,0
4.1532,0.0814,0.4886,0.2222,0.213,1,0.75,4.6382,0.3145,0.3145,0.3333,0.1534,0,0.1111,6.231,0.472,0.3776,0.4,0.1089,0.0,0.1429,0,XqpqDikZBm9sH1h9vowa_mtZG20QvkdaX4O3fHKkhiiAjgzdiwv-01xuAptIvXek4wSp7_FXreiJdw,BR1_3252226246,16.12,12.28,12.72,10.592,0
4.7717,0.2982,0.2982,0.5,0.2859,1,0.0,3.263,0.2797,0.5594,0.5385,0.3473,2,0.1667,3.4776,0.6552,0.3024,0.7143,0.2352,3.0,0.1429,0,UZvjKNrQ6wVxGwy61PFcvOPItClfQhnwirB-HNy5bCH6dhMT90c5UMNz2WR_MBU56E8bdgZyeITYsw,BR1_3250732437,16.12,13.413,10.726,19.841,0
7.5871,0.2616,0.0872,0.0,0.1832,0,0.0,7.2557,0.5004,0.2502,0.2273,0.1686,1,0.0833,5.6576,0.3017,0.4526,0.3333,0.0976,0.0,0.2222,0,b_p7lsrKf2mFmuGVTOh8hi6vXbXsZxE1zsxXAMJRxBlNNTf69Kksu1hCwKWZTJ6QssYus0ylp6vymw,BR1_3250825044,16.12,11.467,11.991,13.257,0
6.3856,0.3702,0.3702,0.2,0.2314,3,0.0,4.0156,0.3522,0.4931,0.3478,0.2316,3,0.1667,5.7217,0.4238,0.3179,0.5294,0.288,2.0,0.3,0,JP98zTMNq0vuohV9_xinuwh-mzhAYhS9fydpPve-XPgMlwyjv4h8AQbwbyDMmsslCnDKh-LhSWKq0w,BR1_3252866018,16.12,10.806,14.194,9.438,1
5.1617,0.3128,0.0,0.5,0.3252,2,0.25,4.7385,0.3025,0.2016,0.8571,0.4413,0,0.1,4.2792,0.7306,0.3131,0.8182,0.4606,0.0,0.0769,0,7QhpO7oZxvZuwZMASc-bficwn-QEMLT4cLXJ8yWAG0Y-xXt9bGlAnYIIONKeRjZg6_KlC8R6lMe5nw,BR1_3252529984,16.12,12.787,9.919,9.581,0
8.2634,0.2874,0.1437,0.4444,0.3694,3,0.0,8.1437,0.2776,0.1851,0.7778,0.3432,0,0.125,4.7102,0.1208,0.4831,0.5556,0.2548,0.0,0.0909,0,OjPlrZiZnXdvK2TnOKwArx2doidI3FV0Fi3voREndcA-GpYPOHb3wwJ7-mfU2gpXGmef8K73dEt6pw,BR1_3250558516,16.11,13.917,10.806,8.28,0
5.5181,0.1623,0.2434,0.2,0.1978,0,0.0,4.5752,0.5522,0.3944,0.381,0.1953,2,0.1667,1.5781,0.4509,0.6763,0.5,0.2301,0.0,0.1429,0,UZvjKNrQ6wVxGwy61PFcvOPItClfQhnwirB-HNy5bCH6dhMT90c5UMNz2WR_MBU56E8bdgZyeITYsw,BR1_3250912245,16.12,12.323,12.677,4.436,0
8.3571,0.0,0.0714,0.6667,0.4525,2,0.0,8.3636,0.4545,0.1818,0.8095,0.5216,1,0.2667,8.2592,0.3591,0.1795,0.5833,0.3422,2.0,0.625,0,R7c0iIGYXQaYZG1AdMkOybF5ChkA-uGFEGyJlxJNKYIBgA9M9BUs5T3xyLbQGWgjfV1MQ1M_dY9qqA,BR1_3252759641,16.12,14.0,11.0,5.57,1
6.6001,0.3626,0.1451,0.2105,0.2355,2,0.0,7.9377,0.3568,0.1784,0.4667,0.2248,3,0.0,2.9024,0.4837,0.3225,0.0,0.2123,0.0,0.0,0,78Be_63SBD4w3DgknftWP5Xg06GYsS5FEO8NKOwEVj6VgDudxvkb3mvyd4DsdoEcFx4rtJefI84J5w,BR1_3252709287,16.12,13.788,11.212,6.202,1
5.6429,0.4286,0.3571,0.2778,0.2154,1,0.5,4.4545,0.9091,0.4545,0.2308,0.1587,0,0.1111,5.6348,0.1657,0.3315,0.25,0.0836,0.0,0.0,1,M1nMhcOhs_EnRPrbCKSJ2Mv9OyanRSKCVJoLq9HIpa6C815FON_myx6YOgKRMhUFsJIR9kRyOx4iXQ,BR1_3252847720,16.12,14.0,11.0,6.034,1
8.0714,0.4286,0.1429,0.2,0.1674,0,0.25,8.1818,0.5455,0.1818,0.6364,0.2583,1,0.25,6.9368,0.4404,0.1101,0.6,0.2284,1.0,0.125,0,t-OtDaH5MD-uAzpAhm_YGvt1JUM7QWt6wU2y5781E_1SNaz2Nf_T_OQsan_B2lvKhk5lORoI9opknA,BR1_3250810075,16.12,14.0,11.0,9.082,1
5.5548,0.0794,0.3968,0.0,0.2186,0,0.0,8.7916,0.242,0.3226,0.1,0.1875,0,0.2727,8.2243,0.2893,0.1653,0.2941,0.1794,1.0,0.08,0,M8AkDoq7iFNxFpBbLxFA6BCz3TnNfbQ74DdY1IkpFyZ5ndZ9TSrGZ1qzGhEdbrkksA3xj-FsGdWoYA,BR1_3251783169,16.12,12.602,12.398,24.197,1
6.1785,0.337,0.0,0.0,0.1186,0,0.0,7.4543,0.4348,0.1242,0.3077,0.175,0,0.2632,,,,,,,,0,t-OtDaH5MD-uAzpAhm_YGvt1JUM7QWt6wU2y5781E_1SNaz2Nf_T_OQsan_B2lvKhk5lORoI9opknA,BR1_3250821650,16.12,8.902,16.098,-0.284,0
6.7143,0.3571,0.4286,0.3,0.2022,1,0.0,9.1012,0.492,0.123,0.6364,0.1984,1,0.1111,6.2353,0.3959,0.4949,0.5714,0.202,1.0,0.0714,0,Q4m0CXBC6QUdhnnMuYRhIyPBvgPzxYfIizD3NgRshN5FfrXvXk2RxMkd_3bEkLzNd_Rrl9QCw7CdEA,BR1_3252362404,16.12,14.0,8.131,10.104,0
8.0682,0.3586,0.0896,0.5333,0.3563,6,0.0,9.914,0.3706,0.1853,0.7857,0.5159,10,0.3125,36.4372,0.0,0.0,1.0,0.8439,3.0,0.0,1,KKjXQQFKjLuDohvmiTnXyFyK7fK8HLzJ5mrxsP-SpmMbB9J9JBeKhJeAjNGFVl6L_abRI9mgYI2knw,BR1_3252692081,16.12,11.155,10.793,0.412,1
1.1429,0.0714,0.0,0.0,0.2318,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,0yrCk5Y8Cll5KCtjG9u8fwTfsY3iZbEDTAKtmqCEZsybFQcBLcq8LSZrkCUiVZUJYkwFngkALRpzbw,BR1_3252663502,16.12,14.0,11.0,-22.586,0
6.943,0.4339,0.1736,0.5,0.4381,1,0.0,8.5642,0.3202,0.3202,0.6667,0.3667,1,0.2143,4.2392,0.0,0.7065,0.5,0.162,0.0,0.1429,0,c9ZGWdilxz61P9u-S_GGTaUfukg4gog4fWWZr6-ebnegzzmyXB-nPdJsoXT4fVy7tIYMdkypDN-LHQ,BR1_3252857221,16.12,11.522,12.494,2.831,0
6.9055,0.3002,0.1501,0.0,0.1797,0,0.0,5.8233,0.3425,0.3425,0.15,0.1355,1,0.2727,6.2658,0.2299,0.2874,0.4783,0.1885,1.0,0.2632,0,EdyMmwCyTGy1d5K6jPmSLvmZN9njLPE-IyhQ2ir5meuxe3MoIqZnx9jiw2bcVfFPTgjQBBU2Xx16ig,BR1_3252474908,16.12,13.323,11.677,17.396,1
6.1429,0.3571,0.2143,0.4286,0.1419,1,0.5,7.6364,0.2727,0.1818,0.5714,0.2849,1,0.4545,10.3684,0.6689,0.0,0.3846,0.2138,2.0,0.0,0,SRc1FSD7esblymiMO7Mp1znyCAHi7WCRVBezzTy3jL3b7C1M_mmLKPsZtmw8Sf2Xa4AOxjC79BKyAA,BR1_3252595186,16.12,14.0,11.0,5.98,1
8.2342,0.3709,0.0742,0.3,0.2742,1,0.0,6.5974,0.434,0.434,0.6667,0.3396,2,0.1818,9.3396,0.4324,0.3459,0.4286,0.2539,3.0,0.0,0,NZZfaigS2lCimoqBDTfN9WqWEsD95YMXhmFkzw6h3DU1rNWKBNgvta3x0xbJhsmgeBZ1J6SCNVlvNg,BR1_3251428493,16.12,13.48,11.52,11.564,0
7.0,0.2857,0.0,0.0,0.0849,0,0.0,6.1818,0.4545,0.0909,0.5882,0.2685,2,0.375,5.8333,0.3955,0.0989,0.75,0.3899,2.0,0.0667,0,ur7lCS205A8n2DGoh3dE6dMgObFK2et4UWlkiLoD5lW2tPyYBvowQMRQJVdWVkt8RQ7IIxaZVYmQbA,BR1_3250401061,16.11,14.0,11.0,10.114,0
5.8571,0.3571,0.2143,0.2727,0.254,1,0.0,7.1818,0.4545,0.3636,0.4286,0.2797,5,0.0909,1.9062,1.4297,0.4766,0.4,0.1712,1.0,0.0,0,taHbTunOxlcN4bMdqAxTA7PlacwmAp6a_NzftRlpca_vfH4GZdf5LqAk1-ko4oKCuQXqM9nlDM4Zng,BR1_3252563918,16.12,14.0,11.0,2.098,1
