early_cs_per_min,early_vision_per_min,early_deaths_per_min,early_kill_participation,early_damage_share,early_solo_kills,early_objective_proximity,mid_cs_per_min,mid_vision_per_min,mid_deaths_per_min,mid_kill_participation,mid_damage_share,mid_solo_kills,mid_objective_proximity,late_cs_per_min,late_vision_per_min,late_deaths_per_min,late_kill_participation,late_damage_share,late_solo_kills,late_objective_proximity,early_first_blood_involved,puuid,match_id,early_duration_min,mid_duration_min,late_duration_min,win
6.9286,0.0,0.1429,0.4667,0.215,1,0.5,7.5611,0.0,0.1822,0.3636,0.2213,2,0.2727,3.4515,0.0,0.4314,0.5,0.2576,0.0,0.0,0,mddREOuXPBvaOKX5sK1UL256rkDZUPP_3R1vyGt_GrVqCVPMzSQMjzNyP-6GWLad4KkTDC3ynyfSOg,BR1_3252598900,14.0,10.977,2.318,1
4.7143,0.0,0.2857,0.375,0.3089,2,0.0,5.9091,0.0,0.1818,0.3077,0.1463,0,0.0,4.213,0.0,0.4681,0.4444,0.1732,0.0,0.1111,1,mddREOuXPBvaOKX5sK1UL256rkDZUPP_3R1vyGt_GrVqCVPMzSQMjzNyP-6GWLad4KkTDC3ynyfSOg,BR1_3252552477,14.0,11.0,8.545,1
3.3708,0.0,0.3457,0.4444,0.2015,1,0.0,2.2338,0.0,0.0745,0.0,0.3294,0,0.3333,,,,,,,,0,DvetAhqYTQsHMIkPm_Z04glBwoja3pShLIYlSquvo6WM9gzzjs_0t2ez6wY0ml636ZSQ9-JmW2Lz6Q,BR1_3252786809,11.57,13.43,-9.54,0
4.6429,0.0,0.3571,0.2308,0.1423,0,0.0,5.0,0.0,0.3636,0.44,0.2149,1,0.0,4.8519,0.0,0.3913,0.6875,0.2024,2.0,0.1429,0,lSQJlwVHU2Gm4NqZUgV9PI5rtTxNdiOceGgzcALV462wxokv3hzwrk8GdREqLuO2su5AMCm9qNqk6g,BR1_3250845711,14.0,11.0,12.778,0
5.4713,0.0,0.2189,0.7692,0.3059,0,0.0,5.4335,0.0,0.1393,0.6667,0.1827,0,0.1429,3.7906,0.0,0.2527,0.7857,0.2412,0.0,0.1579,0,ruLYKaIBUeib7jjXbTyP1DjoY7h6YnGiwxqZzz1RuUBeBNLRNiG0Kp0VqM4IGl189jbQw8iZfXpYvg,BR1_3252650714,13.708,7.178,15.829,0
5.5,0.0,0.1429,0.3333,0.1873,0,0.0,7.3636,0.0,0.0909,0.5,0.2334,0,0.0,3.28,0.0,0.3814,0.5417,0.1308,0.0,0.2,0,ruLYKaIBUeib7jjXbTyP1DjoY7h6YnGiwxqZzz1RuUBeBNLRNiG0Kp0VqM4IGl189jbQw8iZfXpYvg,BR1_3249979748,14.0,11.0,13.11,0
5.1617,0.0,0.0,0.5,0.3252,2,0.25,4.7385,0.0,0.2016,0.8571,0.4413,0,0.1,4.2792,0.0,0.3131,0.8182,0.4606,0.0,0.0769,0,7QhpO7oZxvZuwZMASc-bficwn-QEMLT4cLXJ8yWAG0Y-xXt9bGlAnYIIONKeRjZg6_KlC8R6lMe5nw,BR1_3252529984,12.787,9.919,9.581,0
6.5248,0.0,0.0,0.2727,0.2502,0,0.0,7.4574,0.0,0.2172,0.4667,0.2092,1,0.1,6.9194,0.0,0.3295,0.2222,0.1417,0.0,0.1818,0,7QhpO7oZxvZuwZMASc-bficwn-QEMLT4cLXJ8yWAG0Y-xXt9bGlAnYIIONKeRjZg6_KlC8R6lMe5nw,BR1_3252217834,11.188,13.812,6.07,1
7.5655,0.0,0.1528,0.1667,0.1976,0,0.0,0.8393,0.0,0.2518,0.4,0.1278,0,0.0,,,,,,,,0,3OoYuJZbHGIKqxWL6PrjrKtSKHnZpnGYwh_y3GrnZoFO2PCFnthu3lPrTrRb3D_-oMrSTYx80BBuIg,BR1_3252533935,13.086,11.914,-3.101,0
6.8509,0.0,0.0825,0.2778,0.2073,2,0.25,5.8203,0.0,0.3638,0.3125,0.2191,0,0.1429,6.5633,0.0,0.2344,0.7368,0.2257,1.0,0.1364,0,3OoYuJZbHGIKqxWL6PrjrKtSKHnZpnGYwh_y3GrnZoFO2PCFnthu3lPrTrRb3D_-oMrSTYx80BBuIg,BR1_3250862535,12.115,10.996,12.798,1
6.4917,0.0,0.5284,0.2727,0.2791,2,0.0,6.5519,0.0,0.2553,0.875,0.3386,0,0.125,,,,,,,,0,3OoYuJZbHGIKqxWL6PrjrKtSKHnZpnGYwh_y3GrnZoFO2PCFnthu3lPrTrRb3D_-oMrSTYx80BBuIg,BR1_3250850503,13.248,11.752,-1.227,0
7.0,0.0,0.0714,0.5294,0.2331,2,0.5,5.6131,0.0,0.3681,0.3333,0.3468,2,0.0833,1.3713,0.0,0.1714,0.4375,0.18,0.0,0.0,0,3OoYuJZbHGIKqxWL6PrjrKtSKHnZpnGYwh_y3GrnZoFO2PCFnthu3lPrTrRb3D_-oMrSTYx80BBuIg,BR1_3250836506,14.0,10.867,5.834,1
9.6755,0.0,0.0,0.1,0.2071,1,0.0,8.85,0.0,0.167,0.3333,0.1736,2,0.0,10.7302,0.0,0.219,0.75,0.3164,1.0,0.0833,0,WJgBkaDPOyifiUFUFhBVCUTLMnZOLY37LILj2KoBKSY5JzJ4WSEYOrm81EcPrZCC7JHuARYnVm2Wyw,BR1_3252701252,13.023,11.977,9.133,0
8.9243,0.0,0.0884,0.25,0.2037,1,0.0,5.7738,0.0,0.1462,0.625,0.2977,2,0.1333,8.3693,0.0,0.2041,1.0,0.3748,2.0,0.0,0,WJgBkaDPOyifiUFUFhBVCUTLMnZOLY37LILj2KoBKSY5JzJ4WSEYOrm81EcPrZCC7JHuARYnVm2Wyw,BR1_3252678724,11.317,13.683,4.899,1
8.7516,0.0,0.0,0.0,0.1666,0,0.0,8.8438,0.0,0.0762,0.75,0.5012,4,0.0,10.0161,0.0,0.2862,1.0,0.4258,0.0,0.0,0,WJgBkaDPOyifiUFUFhBVCUTLMnZOLY37LILj2KoBKSY5JzJ4WSEYOrm81EcPrZCC7JHuARYnVm2Wyw,BR1_3250834826,11.884,13.116,6.989,0
1.0,0.0,0.0,0.0,0.0131,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,29xoXQ5joQxQnU8ZjEJLmTNJ-JAZjJ6Ry7RYyOFap9papMZKDhdIPAcy3_A__4-OX9kQppT_J7EoNQ,BR1_3252656074,14.0,11.0,-21.835,0
0.3571,0.0,0.0,0.0,0.3403,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,29xoXQ5joQxQnU8ZjEJLmTNJ-JAZjJ6Ry7RYyOFap9papMZKDhdIPAcy3_A__4-OX9kQppT_J7EoNQ,BR1_3252651456,14.0,11.0,-23.623,1
7.0681,0.0,0.0,0.4286,0.2044,0,0.0,6.404,0.0,0.197,0.2857,0.2196,0,0.1111,8.8774,0.0,0.0,0.9,0.2406,0.0,0.25,0,29xoXQ5joQxQnU8ZjEJLmTNJ-JAZjJ6Ry7RYyOFap9papMZKDhdIPAcy3_A__4-OX9kQppT_J7EoNQ,BR1_3252633621,13.158,10.15,7.435,0
6.3856,0.0,0.3702,0.2,0.2314,3,0.0,4.0156,0.0,0.4931,0.3478,0.2316,3,0.1667,5.7217,0.0,0.3179,0.5294,0.288,2.0,0.3,0,JP98zTMNq0vuohV9_xinuwh-mzhAYhS9fydpPve-XPgMlwyjv4h8AQbwbyDMmsslCnDKh-LhSWKq0w,BR1_3252866018,10.806,14.194,9.438,1
6.1201,0.0,0.1493,0.4,0.2296,1,0.0,5.4303,0.0,0.5172,0.4286,0.3071,2,0.0769,0.7344,0.0,0.7344,0.0,0.2448,0.0,1.0,0,_XvxLVK0MvvL8TDB1_yZCnd-a36eO5gdag8Yybvir7qgeRtEUKOC5XbzlP2qW6U1tXcOsPbF7FTKGQ,BR1_3252678200,13.398,11.602,1.362,0
3.8008,0.0,0.4319,0.5556,0.2586,2,0.25,6.1832,0.0,0.3725,0.5,0.2299,1,0.0,7.7588,0.0,0.3527,0.0,0.3233,0.0,0.0,0,AmoMoOKBPQb-TqmN32dLnnQHioafc6Erz_6wjTwqIkWQ08vWAYwQfOdgOcKpq8vEJIjbkcmrdiuMxA,BR1_3251989306,11.577,13.423,2.836,0
8.0834,0.0,0.1139,0.3333,0.3122,0,0.3333,1.295,0.0,0.1233,0.6667,0.517,0,0.0,,,,,,,,0,EX1h7LCRP9QhjhHeWsnsa-ciSL1L60VPp12NKCVNvSpcwBtr1tWVLiirIVmUVTu7okc9ref3ufW0KQ,BR1_3251967164,8.783,16.217,-13.515,0
5.1996,0.0,0.2557,0.4286,0.2606,0,0.8,5.3236,0.0,0.5324,0.2222,0.2236,0,0.0,4.4227,0.0,0.3455,0.4118,0.1154,0.0,0.2353,0,EX1h7LCRP9QhjhHeWsnsa-ciSL1L60VPp12NKCVNvSpcwBtr1tWVLiirIVmUVTu7okc9ref3ufW0KQ,BR1_3250044124,11.732,11.271,14.471,0
4.7143,0.0,0.0714,0.4545,0.1429,1,0.2,4.0394,0.0,0.5049,0.2,0.1533,0,0.3,6.5517,0.0,0.2978,0.4286,0.241,1.0,0.0,0,IXyXv4_o8F2QVvnMk9sbzUH5imX4YDGMmquRVNGcm3j_Lmu1k8-i2Ki3HNYyJm4DcpaWzhNMGKzFDQ,BR1_3252873037,14.0,9.902,10.074,0
4.6429,0.0,0.2143,0.6,0.3126,0,1.0,3.9091,0.0,0.1818,0.0,0.2136,0,0.0,,,,,,,,0,IXyXv4_o8F2QVvnMk9sbzUH5imX4YDGMmquRVNGcm3j_Lmu1k8-i2Ki3HNYyJm4DcpaWzhNMGKzFDQ,BR1_3252807250,14.0,11.0,-6.599,0
2.2102,0.0,0.3844,0.5,0.1743,0,1.0,1.6445,0.0,0.137,1.0,0.2515,1,0.0,,,,,,,,0,IXyXv4_o8F2QVvnMk9sbzUH5imX4YDGMmquRVNGcm3j_Lmu1k8-i2Ki3HNYyJm4DcpaWzhNMGKzFDQ,BR1_3252644078,10.406,14.594,-9.762,0
5.1378,0.0,0.1713,0.8,0.3015,0,0.0,8.4073,0.0,0.0751,0.25,0.1691,0,0.2,,,,,,,,0,GJME4VNOHd9V6unqO-9JzeYaicOX9bYgRdWjfieK1OOc74KNtwfWGmu1bkFkmGpV16SwWudhQ4sarg,BR1_3252849640,11.678,13.322,-0.716,0
7.2261,0.0,0.2282,0.2,0.2721,1,0.0,6.8335,0.0,0.2531,0.6667,0.2176,0,0.2,6.5809,0.0,0.376,0.2,0.2075,0.0,0.0909,0,GJME4VNOHd9V6unqO-9JzeYaicOX9bYgRdWjfieK1OOc74KNtwfWGmu1bkFkmGpV16SwWudhQ4sarg,BR1_3252837257,13.147,11.853,10.637,0
4.1812,0.0,0.3484,0.2727,0.2548,2,0.0,4.8816,0.0,0.3698,0.5556,0.2806,1,0.0833,2.8209,0.0,0.4592,0.381,0.147,0.0,0.0,0,P10SjysnZuhSSNxunhY4OPBPXn5i7ek-B0NMAvY6quyYUf46IxDSpF1K1MDteulie3BbXBE8SNBJvg,BR1_3252863579,11.48,13.52,15.243,1
6.5714,0.0,0.1429,0.4,0.1674,2,0.0,5.7273,0.0,0.3636,0.6154,0.2572,0,0.1667,7.3298,0.0,0.1629,0.5,0.3516,3.0,0.125,0,P10SjysnZuhSSNxunhY4OPBPXn5i7ek-B0NMAvY6quyYUf46IxDSpF1K1MDteulie3BbXBE8SNBJvg,BR1_3252856333,14.0,11.0,6.139,0
6.6349,0.0,0.0885,0.5,0.1748,0,0.0,4.5998,0.0,0.3651,0.7727,0.3823,2,0.2308,3.9778,0.0,0.1607,0.8095,0.4207,5.0,0.05,0,P10SjysnZuhSSNxunhY4OPBPXn5i7ek-B0NMAvY6quyYUf46IxDSpF1K1MDteulie3BbXBE8SNBJvg,BR1_3252829065,11.304,13.696,24.888,1
0.2143,0.0,0.0,0.0,0.8422,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,YV-n2n8naJcABbIucWwOpdQiIib4oW4Fk3_IonVEOVMqPkqN5onbl_ktdrApLQqpFver7FXgD9N8pg,BR1_3252878100,14.0,11.0,-23.685,0
7.6267,0.0,0.246,0.3333,0.3275,4,0.5,7.0279,0.0,0.3124,0.5,0.3448,3,0.0,7.5495,0.0,0.2359,0.2,0.1582,1.0,0.25,0,YV-n2n8naJcABbIucWwOpdQiIib4oW4Fk3_IonVEOVMqPkqN5onbl_ktdrApLQqpFver7FXgD9N8pg,BR1_3252868345,12.194,12.806,12.716,1
8.1493,0.0,0.1552,0.5714,0.349,3,0.0,9.0793,0.0,0.1651,0.3333,0.2734,2,0.125,6.5614,0.0,0.4687,0.8333,0.2664,1.0,0.0,0,YV-n2n8naJcABbIucWwOpdQiIib4oW4Fk3_IonVEOVMqPkqN5onbl_ktdrApLQqpFver7FXgD9N8pg,BR1_3252818380,12.885,12.115,8.535,0
6.4225,0.0,0.0892,0.0,0.0731,0,0.0,8.1221,0.0,0.1747,0.2222,0.1936,0,0.0,2.8694,0.0,0.4782,0.75,0.4123,0.0,0.3333,0,YV-n2n8naJcABbIucWwOpdQiIib4oW4Fk3_IonVEOVMqPkqN5onbl_ktdrApLQqpFver7FXgD9N8pg,BR1_3252810147,11.211,11.45,4.182,0
6.9516,0.0,0.1433,0.1111,0.1517,1,0.0,8.3274,0.0,0.366,0.2308,0.1831,0,0.2308,10.1933,0.0,0.2039,0.5294,0.1896,0.0,0.0909,0,L6-pVFPDVQCqWwIG59YuHmkIouBbccpjbJPHDE4EfLA5MiMjR7b1YH4BNJB48EGiPEbRT8E9zKX-1g,BR1_3252872407,13.954,10.928,9.81,0
7.6429,0.0,0.1429,0.2,0.116,0,0.2,8.5455,0.0,0.3636,0.2857,0.2123,0,0.0769,6.4706,0.0,0.5882,0.1667,0.1185,0.0,0.0,0,L6-pVFPDVQCqWwIG59YuHmkIouBbccpjbJPHDE4EfLA5MiMjR7b1YH4BNJB48EGiPEbRT8E9zKX-1g,BR1_3252856466,14.0,11.0,3.4,0
8.7143,0.0,0.0714,0.0,0.0804,0,0.0,11.7273,0.0,0.0,0.375,0.1239,0,0.2,6.8929,0.0,0.4095,0.125,0.1436,0.0,0.2143,0,L6-pVFPDVQCqWwIG59YuHmkIouBbccpjbJPHDE4EfLA5MiMjR7b1YH4BNJB48EGiPEbRT8E9zKX-1g,BR1_3252837679,14.0,11.0,14.653,0
0.7143,0.0,0.0,0.0,0.1828,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,L6-pVFPDVQCqWwIG59YuHmkIouBbccpjbJPHDE4EfLA5MiMjR7b1YH4BNJB48EGiPEbRT8E9zKX-1g,BR1_3252821404,14.0,11.0,-23.063,1
4.7857,0.0,0.5,0.375,0.1758,0,0.0,6.1872,0.0,0.4125,0.1875,0.1417,0,0.2,5.3159,0.0,0.2658,0.6111,0.2409,2.0,0.3571,0,YshLWzXv-O0fMLGfAUa5o9aDkqyPBj4E2CZCdUQWFbdrQ3Aul2zwmgdAYl5TYsLuDRODJRpxjLKTew,BR1_3252754313,14.0,9.697,18.812,0
5.0,0.0,0.4286,0.3333,0.1912,0,0.0,6.9091,0.0,0.4545,0.1,0.174,0,0.0909,6.2558,0.0,0.816,0.5,0.2858,0.0,0.0,0,YshLWzXv-O0fMLGfAUa5o9aDkqyPBj4E2CZCdUQWFbdrQ3Aul2zwmgdAYl5TYsLuDRODJRpxjLKTew,BR1_3252672777,14.0,11.0,3.677,0
8.3571,0.0,0.0714,0.6667,0.4525,2,0.0,8.3636,0.0,0.1818,0.8095,0.5216,1,0.2667,8.2592,0.0,0.1795,0.5833,0.3422,2.0,0.625,0,R7c0iIGYXQaYZG1AdMkOybF5ChkA-uGFEGyJlxJNKYIBgA9M9BUs5T3xyLbQGWgjfV1MQ1M_dY9qqA,BR1_3252759641,14.0,11.0,5.57,1
8.6123,0.0,0.073,0.2,0.2305,1,0.0,6.5253,0.0,0.1891,0.8333,0.3097,0,0.0,1.573,0.0,0.2097,0.6154,0.2591,0.0,0.1176,0,R7c0iIGYXQaYZG1AdMkOybF5ChkA-uGFEGyJlxJNKYIBgA9M9BUs5T3xyLbQGWgjfV1MQ1M_dY9qqA,BR1_3252447789,13.701,10.574,9.536,1
8.2143,0.0,0.0,0.2222,0.2097,1,0.0,10.8182,0.0,0.0,0.2,0.1745,0,0.1667,8.7611,0.0,0.1184,0.4,0.2661,0.0,0.2222,0,R7c0iIGYXQaYZG1AdMkOybF5ChkA-uGFEGyJlxJNKYIBgA9M9BUs5T3xyLbQGWgjfV1MQ1M_dY9qqA,BR1_3252287044,14.0,11.0,8.446,1
7.5,0.0,0.0714,0.44,0.2251,0,0.5,9.6536,0.0,0.1322,0.2857,0.222,2,0.1429,8.2357,0.0,0.135,0.5172,0.2864,3.0,0.1579,0,R7c0iIGYXQaYZG1AdMkOybF5ChkA-uGFEGyJlxJNKYIBgA9M9BUs5T3xyLbQGWgjfV1MQ1M_dY9qqA,BR1_3252032567,14.0,7.562,14.814,1
7.4481,0.0,0.0745,0.1818,0.183,0,0.0,7.085,0.0,0.2592,0.2727,0.2212,0,0.0,6.0696,0.0,0.4335,0.3333,0.2279,1.0,0.0,0,rkgnxLwSKBlB9mmzy8b-m4UXW-AxOooSzjPuo7hNBV5qIL5x-l1LOlYZnIYaRAv5pQCMaZYtBSQ91w,BR1_3252430914,13.426,11.574,9.226,0
4.9486,0.0,0.303,0.6667,0.2715,1,0.0,5.4695,0.0,0.3963,0.4211,0.2123,1,0.0,4.3845,0.0,0.2989,0.4444,0.247,2.0,0.2,0,rkgnxLwSKBlB9mmzy8b-m4UXW-AxOooSzjPuo7hNBV5qIL5x-l1LOlYZnIYaRAv5pQCMaZYtBSQ91w,BR1_3252012493,9.902,12.615,20.071,1
8.4135,0.0,0.0751,0.25,0.1242,1,0.0,5.7324,0.0,0.1711,0.6667,0.2868,0,0.0909,10.5649,0.0,0.0997,0.4667,0.1512,0.0,0.1333,0,yJj0spii3Rjfs6sfG6js2wSMuL5Q1t9Pjk3eazyZNYEX5txsxBCBfp2DG7kybvXTrkpw3yZlBolUQg,BR1_3252231236,13.312,11.688,10.033,0
6.1429,0.0,0.2857,0.3636,0.2124,5,0.0,4.8182,0.0,0.4545,0.25,0.2753,2,0.1,3.6621,0.0,0.6314,0.4667,0.2689,5.0,0.0,0,E_Hyj5N6NU7iTCdB2kUCdLvjMtldL52ySWByt4Z3gfp148CIsIeTXm0RMmLpDocaPF0dIgaLkVddUw,BR1_3252755654,14.0,11.0,7.919,0
6.7498,0.0,0.0785,0.6316,0.328,0,0.0,3.0998,0.0,0.0,0.5,0.3633,2,0.2,,,,,,,,0,E_Hyj5N6NU7iTCdB2kUCdLvjMtldL52ySWByt4Z3gfp148CIsIeTXm0RMmLpDocaPF0dIgaLkVddUw,BR1_3252490234,12.741,12.259,-8.602,1
0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,E_Hyj5N6NU7iTCdB2kUCdLvjMtldL52ySWByt4Z3gfp148CIsIeTXm0RMmLpDocaPF0dIgaLkVddUw,BR1_3252077883,14.0,11.0,-23.377,0
7.3217,0.0,0.1645,0.1053,0.1595,1,0.0,4.6152,0.0,0.2769,0.4583,0.2102,2,0.3333,9.8149,0.0,0.0,0.1667,0.1494,0.0,0.0,0,7oS4kusLEb_nh06D2ZZNLtYw_BoM6fDya5202X0vsnu4BZXzR2WeYbnQYZ5Nwh4LI5wHJJFWNJgiLA,BR1_3252723484,12.156,10.834,2.241,1
5.1429,0.0,0.2857,0.4615,0.269,0,0.0,4.1818,0.0,0.2727,0.5556,0.3466,1,0.1429,9.6772,0.0,0.2481,0.6,0.1876,1.0,0.0,0,ytYNIfvtsgxf96anDtMp6HwKndesX1yGUxvm-GfCtgex1CzS-aTi0gAiR09zYkbZwVL1U3RpP7MuTg,BR1_3252702947,14.0,11.0,4.03,0
9.7591,0.0,0.0813,0.0,0.1208,0,0.0,6.6909,0.0,0.3149,0.4375,0.2194,0,0.0833,8.1099,0.0,0.2967,0.3125,0.2292,0.0,0.0,0,ytYNIfvtsgxf96anDtMp6HwKndesX1yGUxvm-GfCtgex1CzS-aTi0gAiR09zYkbZwVL1U3RpP7MuTg,BR1_3252686034,12.296,12.704,10.111,0
7.1264,0.0,0.3608,0.5,0.2168,0,0.0,5.462,0.0,0.4312,0.2778,0.2002,0,0.2222,5.9582,0.0,0.3001,0.4545,0.1537,0.0,0.2963,0,ytYNIfvtsgxf96anDtMp6HwKndesX1yGUxvm-GfCtgex1CzS-aTi0gAiR09zYkbZwVL1U3RpP7MuTg,BR1_3252656535,11.086,13.914,23.329,0
6.5036,0.0,0.0765,0.2381,0.2389,4,0.0,6.7861,0.0,0.1718,0.4667,0.1697,1,0.0833,6.7563,0.0,0.0,0.5625,0.2411,0.0,0.25,0,Bklpq3TNOH0qMzvqJ68Jz5HfxHClF1MHGHeQtHe6zgGfZ0aNz4cE4SMltZdRuWhYafULGQua4xP3kQ,BR1_3252737091,13.07,11.642,6.956,1
6.7657,0.0,0.1555,0.3889,0.2072,3,0.0,3.8712,0.0,0.0824,0.4286,0.2909,2,0.0,,,,,,,,1,Bklpq3TNOH0qMzvqJ68Jz5HfxHClF1MHGHeQtHe6zgGfZ0aNz4cE4SMltZdRuWhYafULGQua4xP3kQ,BR1_3252294895,12.859,12.141,-5.036,1
5.7508,0.0,0.0757,0.5,0.2461,2,0.0,5.9089,0.0,0.1037,0.3333,0.071,0,0.1,4.7761,0.0,0.2239,0.6,0.1549,2.0,0.0,1,Bklpq3TNOH0qMzvqJ68Jz5HfxHClF1MHGHeQtHe6zgGfZ0aNz4cE4SMltZdRuWhYafULGQua4xP3kQ,BR1_3252270909,13.216,9.647,13.4,0
6.8272,0.0,0.0,0.0,0.07,0,,7.5088,0.0,0.1726,0.55,0.1061,0,0.0769,7.2393,0.0,0.2335,0.4,0.1135,1.0,0.1538,0,Bklpq3TNOH0qMzvqJ68Jz5HfxHClF1MHGHeQtHe6zgGfZ0aNz4cE4SMltZdRuWhYafULGQua4xP3kQ,BR1_3249125320,10.839,11.586,12.847,0
6.9286,0.0,0.1429,0.1111,0.2723,1,0.0,9.6019,0.0,0.3693,0.25,0.1334,0,0.0,5.9897,0.0,0.6655,0.5,0.2746,0.0,0.0,0,EQe-l1V4fclZMsC43qCy2z-urMC8UVFRzO_ZQWLsMaA1wQcdPlzRBtJvvYmZS6IJjNokUGsNyW3Xzw,BR1_3252253604,14.0,10.831,6.01,0
