early_cs_per_min,early_vision_per_min,early_deaths_per_min,early_kill_participation,early_damage_share,early_solo_kills,early_objective_proximity,mid_cs_per_min,mid_vision_per_min,mid_deaths_per_min,mid_kill_participation,mid_damage_share,mid_solo_kills,mid_objective_proximity,late_cs_per_min,late_vision_per_min,late_deaths_per_min,late_kill_participation,late_damage_share,late_solo_kills,late_objective_proximity,early_first_blood_involved,puuid,match_id,early_duration_min,mid_duration_min,late_duration_min,win
6.7857,0.0,0.0,0.1538,0.1533,0,0.0,8.15,0.0,0.3217,0.7143,0.2369,1,0.1111,0.8502,0.0,0.8502,0.0,0.1878,0.0,0.5,1,mXXWAj6U1wmnj5UixJvy0LjkDimeP-CP57YMWCSA97FgYq20l8TGce4gZ5hRYRmlfAQXHhCUazf5bw,BR1_3251897649,14.0,9.325,1.176,0
6.8557,0.0,0.1736,0.0,0.0807,0,0.0,7.0492,0.0,0.2968,0.3529,0.0935,0,0.0909,10.0915,0.0,0.1085,0.4706,0.1746,1.0,0.4167,0,66ZpwhlxOgiTXqp3DnkIGbXqdtSVXbdgtw5VoItGN000ZFUE_yxpqYQZyKbLm7MMndOkGBJkd5pV1w,BR1_3252703253,11.523,13.477,9.216,1
6.3203,0.0,0.1019,0.375,0.1089,0,0.0,7.142,0.0,0.3571,0.3846,0.1372,0,0.2,9.9354,0.0,0.3426,0.0,0.0741,0.0,0.1,0,66ZpwhlxOgiTXqp3DnkIGbXqdtSVXbdgtw5VoItGN000ZFUE_yxpqYQZyKbLm7MMndOkGBJkd5pV1w,BR1_3252684908,9.81,14.002,2.919,0
5.8523,0.0,0.077,0.2,0.215,0,0.0,5.3968,0.0,0.0885,0.2273,0.1431,0,0.25,4.9972,0.0,0.1562,0.2143,0.1258,0.0,0.125,0,66ZpwhlxOgiTXqp3DnkIGbXqdtSVXbdgtw5VoItGN000ZFUE_yxpqYQZyKbLm7MMndOkGBJkd5pV1w,BR1_3252323550,12.986,11.303,6.404,1
7.7143,0.0,0.0714,0.2727,0.2679,1,0.0,7.6807,0.0,0.2743,0.5,0.2161,1,0.2222,7.2335,0.0,0.2855,0.4286,0.3395,0.0,0.0,0,66ZpwhlxOgiTXqp3DnkIGbXqdtSVXbdgtw5VoItGN000ZFUE_yxpqYQZyKbLm7MMndOkGBJkd5pV1w,BR1_3252295390,14.0,10.936,10.507,0
6.9026,0.0,0.0719,0.0909,0.1327,1,0.0,4.5076,0.0,0.3606,0.5833,0.2903,1,0.1111,0.0,0.0,0.0,0.0,0.4028,0.0,0.5,0,IN3H3miS7ePWEvYsojGldHTyrYSe7y-rK5S3qMso5Hf6vE2P3T_DmVpKCg0LNqDlQCv0Rt43OA31Uw,BR1_3251974730,13.908,11.092,0.307,0
5.2143,0.0,0.0714,0.4545,0.2537,1,0.0,8.4545,0.0,0.0909,0.875,0.4636,1,0.25,7.9861,0.0,0.1879,0.7273,0.5202,1.0,0.1667,0,IN3H3miS7ePWEvYsojGldHTyrYSe7y-rK5S3qMso5Hf6vE2P3T_DmVpKCg0LNqDlQCv0Rt43OA31Uw,BR1_3251955812,14.0,11.0,10.644,0
6.5,0.0,0.0714,0.6,0.3081,5,0.0,8.6364,0.0,0.0909,0.5,0.1725,0,0.1818,4.2455,0.0,0.2908,0.4444,0.1706,1.0,0.3529,1,SRc1FSD7esblymiMO7Mp1znyCAHi7WCRVBezzTy3jL3b7C1M_mmLKPsZtmw8Sf2Xa4AOxjC79BKyAA,BR1_3252789982,14.0,11.0,17.195,1
5.4206,0.0,0.2259,0.2,0.0935,1,0.0,6.4687,0.0,0.4539,0.5,0.1735,0,0.4286,8.4018,0.0,0.3074,0.5833,0.2834,0.0,0.2667,0,SRc1FSD7esblymiMO7Mp1znyCAHi7WCRVBezzTy3jL3b7C1M_mmLKPsZtmw8Sf2Xa4AOxjC79BKyAA,BR1_3252786404,13.283,8.812,9.76,0
6.1429,0.0,0.2143,0.4286,0.1419,1,0.5,7.6364,0.0,0.1818,0.5714,0.2849,1,0.4545,10.3684,0.0,0.0,0.3846,0.2138,2.0,0.0,0,SRc1FSD7esblymiMO7Mp1znyCAHi7WCRVBezzTy3jL3b7C1M_mmLKPsZtmw8Sf2Xa4AOxjC79BKyAA,BR1_3252595186,14.0,11.0,5.98,1
0.2857,0.0,0.0,0.0,0.022,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,SRc1FSD7esblymiMO7Mp1znyCAHi7WCRVBezzTy3jL3b7C1M_mmLKPsZtmw8Sf2Xa4AOxjC79BKyAA,BR1_3252592547,14.0,11.0,-23.608,1
7.0714,0.0,0.3571,0.1667,0.1713,1,0.0,6.5179,0.0,0.5432,0.125,0.1264,0,0.0,6.0631,0.0,0.4593,0.2857,0.1173,0.0,0.0769,0,KKjXQQFKjLuDohvmiTnXyFyK7fK8HLzJ5mrxsP-SpmMbB9J9JBeKhJeAjNGFVl6L_abRI9mgYI2knw,BR1_3252724210,14.0,9.205,10.886,0
7.6116,0.0,0.0732,0.75,0.3418,3,0.0,6.5275,0.0,0.2646,0.7857,0.3821,2,0.1111,5.9975,0.0,0.0983,0.95,0.5478,5.0,0.2308,0,KKjXQQFKjLuDohvmiTnXyFyK7fK8HLzJ5mrxsP-SpmMbB9J9JBeKhJeAjNGFVl6L_abRI9mgYI2knw,BR1_3252706078,13.663,11.337,10.171,1
8.0682,0.0,0.0896,0.5333,0.3563,6,0.0,9.914,0.0,0.1853,0.7857,0.5159,10,0.3125,36.4372,0.0,0.0,1.0,0.8439,3.0,0.0,1,KKjXQQFKjLuDohvmiTnXyFyK7fK8HLzJ5mrxsP-SpmMbB9J9JBeKhJeAjNGFVl6L_abRI9mgYI2knw,BR1_3252692081,11.155,10.793,0.412,1
6.3571,0.0,0.1429,0.4667,0.2865,3,0.0,5.7273,0.0,0.1818,0.4545,0.2906,0,0.0909,6.2241,0.0,0.2305,0.6667,0.3686,1.0,0.0,0,KKjXQQFKjLuDohvmiTnXyFyK7fK8HLzJ5mrxsP-SpmMbB9J9JBeKhJeAjNGFVl6L_abRI9mgYI2knw,BR1_3252669866,14.0,11.0,8.676,0
7.649,0.0,0.102,0.5,0.2739,1,0.0,6.7128,0.0,0.1316,0.5,0.2895,2,0.1,5.1396,0.0,0.4058,0.5909,0.2899,3.0,0.1818,0,KKjXQQFKjLuDohvmiTnXyFyK7fK8HLzJ5mrxsP-SpmMbB9J9JBeKhJeAjNGFVl6L_abRI9mgYI2knw,BR1_3252601583,9.805,15.195,14.787,1
4.5507,0.0,0.4946,0.0,0.1935,0,0.0,6.2451,0.0,0.4701,0.2,0.2575,0,0.2353,,,,,,,,0,EIZq6eY_2dXtSxyzyghicqRN8e7hoNI65cujCY71cPqJsOLL8hNrFPUvEIIFTCMObwb-QS0KDZZPbg,BR1_3250539049,10.108,14.892,-2.241,0
6.7857,0.0,0.0714,0.2857,0.2161,0,0.0,7.5455,0.0,0.1818,0.3571,0.1392,0,0.0,7.1952,0.0,0.3128,0.4444,0.2166,0.0,0.1333,0,EIZq6eY_2dXtSxyzyghicqRN8e7hoNI65cujCY71cPqJsOLL8hNrFPUvEIIFTCMObwb-QS0KDZZPbg,BR1_3250285283,14.0,11.0,9.59,0
6.5714,0.0,0.1429,0.125,0.0929,1,0.0,7.0,0.0,0.1818,0.5,0.1609,0,0.0,5.7238,0.0,0.0,0.5714,0.1688,0.0,0.2,0,Z2Q5SR4t5ek_GtKViZsd2BdzhlfhqwYXqkcNSbH1WAtsJCU5tKI6ezonLIQe_TZlFWkuU47v2ycqFQ,BR1_3252724197,14.0,11.0,8.386,1
6.9286,0.0,0.2143,0.5714,0.1772,0,0.25,7.1818,0.0,0.1818,0.625,0.2267,1,0.125,8.257,0.0,0.2337,0.6364,0.284,0.0,0.2308,0,Z2Q5SR4t5ek_GtKViZsd2BdzhlfhqwYXqkcNSbH1WAtsJCU5tKI6ezonLIQe_TZlFWkuU47v2ycqFQ,BR1_3252704509,14.0,11.0,12.838,0
8.1749,0.0,0.0771,0.1,0.0808,0,0.0,4.6537,0.0,0.0831,0.3333,0.0399,1,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z2Q5SR4t5ek_GtKViZsd2BdzhlfhqwYXqkcNSbH1WAtsJCU5tKI6ezonLIQe_TZlFWkuU47v2ycqFQ,BR1_3252327889,12.967,12.033,10.538,0
6.7857,0.0,0.1429,0.0,0.1428,0,0.0,6.8182,0.0,0.3636,0.6364,0.1573,0,0.0,7.3776,0.0,0.3353,0.6364,0.3096,1.0,0.0,0,Z2Q5SR4t5ek_GtKViZsd2BdzhlfhqwYXqkcNSbH1WAtsJCU5tKI6ezonLIQe_TZlFWkuU47v2ycqFQ,BR1_3252309366,14.0,11.0,8.946,0
7.5,0.0,0.1429,0.3,0.2933,0,0.0,5.8976,0.0,0.3764,0.5,0.2777,0,0.0,4.3027,0.0,0.3741,1.0,0.2297,0.0,0.1818,0,p3uZ7e7AgFmm_AttGTd3B013_84C_BAM3jvc6d2SHPPzrfEejuzx1X5p-wjwPupEllLl09QtAHresQ,BR1_3252610525,14.0,7.969,5.345,0
5.9286,0.0,0.2143,0.4615,0.2513,1,0.0,5.6364,0.0,0.2727,0.6667,0.1884,1,0.0909,2.9668,0.0,0.5394,0.6667,0.2814,0.0,0.375,0,p3uZ7e7AgFmm_AttGTd3B013_84C_BAM3jvc6d2SHPPzrfEejuzx1X5p-wjwPupEllLl09QtAHresQ,BR1_3252398171,14.0,11.0,3.708,0
8.0714,0.0,0.0714,0.3846,0.2298,3,0.2,4.3636,0.0,0.1818,0.6667,0.363,1,0.0,5.3111,0.0,0.2309,0.7857,0.4818,1.0,0.0,1,p3uZ7e7AgFmm_AttGTd3B013_84C_BAM3jvc6d2SHPPzrfEejuzx1X5p-wjwPupEllLl09QtAHresQ,BR1_3252323516,14.0,11.0,8.661,1
4.1429,0.0,0.2857,0.75,0.4212,4,0.5,0.0,0.0,0.0,0.0,,0,,,,,,,,,1,WSo7_9p18PDFIFSDqhLbFshZX0oQbgMs5pTGyD6Zbwb2mAtu7BRWpXgRHEVTXARJC00XZ0Yb-1P8fg,BR1_3251877068,14.0,11.0,-13.954,1
5.2075,0.0,0.372,0.1765,0.1463,1,0.0,7.7507,0.0,0.347,0.75,0.2428,1,0.125,2.9548,0.0,0.6953,1.0,0.3769,0.0,0.3,0,WSo7_9p18PDFIFSDqhLbFshZX0oQbgMs5pTGyD6Zbwb2mAtu7BRWpXgRHEVTXARJC00XZ0Yb-1P8fg,BR1_3251796729,13.442,8.644,5.753,0
5.9286,0.0,0.1429,0.6,0.2511,1,0.0,7.4545,0.0,0.2727,0.4667,0.1733,0,0.1818,6.3456,0.0,0.3896,0.7037,0.2634,1.0,0.0526,1,WSo7_9p18PDFIFSDqhLbFshZX0oQbgMs5pTGyD6Zbwb2mAtu7BRWpXgRHEVTXARJC00XZ0Yb-1P8fg,BR1_3251715468,14.0,11.0,17.965,0
9.5974,0.0,0.244,0.5,0.3363,0,0.0,8.1071,0.0,0.2361,0.4706,0.2833,4,0.2,13.7206,0.0,0.2983,1.0,0.2331,1.0,0.125,0,WSo7_9p18PDFIFSDqhLbFshZX0oQbgMs5pTGyD6Zbwb2mAtu7BRWpXgRHEVTXARJC00XZ0Yb-1P8fg,BR1_3251710037,12.295,12.705,3.353,0
6.9859,0.0,0.072,0.25,0.2934,1,0.25,7.1075,0.0,0.09,0.5,0.3532,0,0.1818,4.2212,0.0,0.4871,0.3333,0.1808,0.0,0.0,0,yfUPgM0dK4uRFl3-IavjQjpTCQJNUtKdedfexjmle_QpcWsUDpV8pRuK-553TTWTvR6ofrjY8UALww,BR1_3250660094,13.885,11.115,6.159,0
6.3384,0.0,0.0,0.125,0.2341,1,0.0,7.1321,0.0,0.1567,0.5833,0.1916,2,0.0,6.0705,0.0,0.1239,0.45,0.1524,1.0,0.0,0,yfUPgM0dK4uRFl3-IavjQjpTCQJNUtKdedfexjmle_QpcWsUDpV8pRuK-553TTWTvR6ofrjY8UALww,BR1_3248111566,10.886,12.759,16.144,1
6.6559,0.0,0.1431,0.4,0.1824,2,0.0,5.5933,0.0,0.1055,0.6923,0.3422,1,0.0,4.2655,0.0,0.2337,0.6111,0.2479,1.0,0.05,0,yfUPgM0dK4uRFl3-IavjQjpTCQJNUtKdedfexjmle_QpcWsUDpV8pRuK-553TTWTvR6ofrjY8UALww,BR1_3248084436,13.973,9.476,17.114,0
9.2857,0.0,0.0714,0.4286,0.1282,0,0.0,8.7273,0.0,0.3636,0.2353,0.1712,0,0.1111,9.108,0.0,0.0,0.3333,0.1518,0.0,0.25,0,mH9Qfe2qwdxNPl-Fh2UpbySJoX6rrrJg2TrTx0ZPKVNgFbmZlNzlpfeh6ynx85WZ51O9okFoj9s6vw,BR1_3252063484,14.0,11.0,5.49,1
5.5,0.0,0.2857,0.3571,0.3505,2,0.0,8.2727,0.0,0.2727,0.6875,0.3717,0,0.2,4.9362,0.0,0.3291,0.7222,0.4497,4.0,0.25,0,n2959LdTvW_KDWCiMlkjc7bxaVDhqBMVVzY9CgKc19A98JKGmTb-Tf9Lxq_asfiyX_oKpzcxLuD2uA,BR1_3252804739,14.0,11.0,9.116,1
6.0,0.0,0.2857,0.3077,0.2652,2,0.0,7.5958,0.0,0.2619,0.25,0.1558,1,0.2222,5.9928,0.0,0.2959,0.4231,0.1845,1.0,0.2308,0,n2959LdTvW_KDWCiMlkjc7bxaVDhqBMVVzY9CgKc19A98JKGmTb-Tf9Lxq_asfiyX_oKpzcxLuD2uA,BR1_3251440419,14.0,7.636,13.516,1
5.0093,0.0,0.4911,0.0909,0.0866,0,0.0,8.7761,0.0,0.295,0.375,0.2253,0,0.0769,9.9162,0.0,0.118,0.7143,0.4372,2.0,0.25,0,jcpJlZoHj7Pe3a1IVbRjfqnlIk3xGmMB_88LBQQQjG7r5ML0jQuRYuQ5aCGw4W4CLMSqM5riBeTrlQ,BR1_3252730356,10.181,13.56,8.471,0
5.0714,0.0,0.2857,0.2,0.2091,2,0.0,7.9178,0.0,0.5192,0.3333,0.2407,0,0.1429,9.0175,0.0,0.2519,0.4286,0.2662,3.0,0.1,0,jcpJlZoHj7Pe3a1IVbRjfqnlIk3xGmMB_88LBQQQjG7r5ML0jQuRYuQ5aCGw4W4CLMSqM5riBeTrlQ,BR1_3252713402,14.0,7.704,19.85,0
6.0644,0.0,0.2303,0.25,0.2214,0,0.0,8.4576,0.0,0.3488,0.3333,0.1373,1,0.0833,0.8049,0.0,0.8049,0.0,0.1872,0.0,0.1429,0,jcpJlZoHj7Pe3a1IVbRjfqnlIk3xGmMB_88LBQQQjG7r5ML0jQuRYuQ5aCGw4W4CLMSqM5riBeTrlQ,BR1_3252691423,13.027,11.469,2.485,0
7.7005,0.0,0.1572,0.5,0.2713,4,0.0,5.613,0.0,0.244,0.8333,0.3931,0,0.25,4.8342,0.0,0.3334,0.7692,0.2948,0.0,0.0,0,0T3mFuKCmGzq8Iexa-pCwY91lJ9Nu5zk-fQoBoacuZsK08Q_Pi5aB3SdV8UxumqBxPGy3iOpCEjY0A,BR1_3252838780,12.726,8.195,11.998,0
8.0218,0.0,0.0,0.4375,0.2976,1,0.0,10.5752,0.0,0.0,0.5,0.2031,0,0.0,4.8484,0.0,0.3232,0.5,0.153,0.0,0.1053,0,0T3mFuKCmGzq8Iexa-pCwY91lJ9Nu5zk-fQoBoacuZsK08Q_Pi5aB3SdV8UxumqBxPGy3iOpCEjY0A,BR1_3252822470,11.469,9.834,12.375,0
4.4286,0.0,0.0,0.25,0.2483,1,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,_9aCcUVt3niP7SK9WNQQnqxiApW_9TseGZkLqyCZNabLRgbD2nQdkiTiPNPHA2bkyZNSKo3rRhIvtg,BR1_3252824771,14.0,11.0,-18.22,0
5.9286,0.0,0.2143,0.5625,0.3769,3,0.0,8.9091,0.0,0.1818,0.55,0.367,2,0.2727,13.7445,0.0,0.1562,0.5,0.3645,3.0,0.3333,0,KIcWNnApypcbjFqdnR3U52OphyPgiw0R7axCVJdpwn6oHOyCLgIANUVp4K3q_f_qg6vaEh0vBusB1w,BR1_3252791739,14.0,11.0,6.403,1
5.0714,0.0,0.3571,0.5455,0.2647,3,0.2,4.3636,0.0,0.4545,0.5882,0.3017,1,0.1111,7.5927,0.0,0.2449,0.75,0.3064,4.0,0.0,1,KIcWNnApypcbjFqdnR3U52OphyPgiw0R7axCVJdpwn6oHOyCLgIANUVp4K3q_f_qg6vaEh0vBusB1w,BR1_3252782426,14.0,11.0,12.249,0
7.6532,0.0,0.2972,0.4167,0.3146,4,0.0,6.065,0.0,0.2599,0.6429,0.4575,6,0.0,4.972,0.0,0.3825,0.2,0.2374,0.0,0.0769,0,DjhqQoLKFuGE591D6Yi8ogtc6t1PuyFKCIxleyl9l6LnnS0ceHtpiGR0u4X8nPT1T4M2TJKeaImiUw,BR1_3252641287,13.458,11.542,7.844,0
4.5,0.0,0.0714,0.6667,0.3068,2,0.4,4.2043,0.0,0.5255,0.75,0.2349,3,0.125,1.4154,0.0,0.5662,0.6,0.2667,1.0,0.375,0,DjhqQoLKFuGE591D6Yi8ogtc6t1PuyFKCIxleyl9l6LnnS0ceHtpiGR0u4X8nPT1T4M2TJKeaImiUw,BR1_3252498716,14.0,9.514,10.598,0
5.3571,0.0,0.0714,0.1429,0.27,0,0.0,6.3636,0.0,0.0909,0.5,0.1979,0,0.25,4.7801,0.0,0.4481,0.4286,0.2268,1.0,0.0556,0,c8krKZRSAekUPVjXj-QPODS-PfyhcN2GhJcovU4NwMWEgdk4b55HhVsxMOt4als5xBXtH2cDqNv_nQ,BR1_3251839534,14.0,11.0,13.389,0
6.8823,0.0,0.3128,0.6,0.3966,2,0.0,10.6439,0.0,0.3275,0.3077,0.1868,0,0.0909,11.5536,0.0,0.0,0.3333,0.1364,1.0,0.3333,1,XZmeGAtOjdqW7TXDg1Fs0vKLBT8XUlhnIYeT3xuTIcLWf0tZlWfvHb3PEK6u1jZ3kgmt5T9uwVXtTw,BR1_3252794257,12.786,12.214,2.51,1
7.4345,0.0,0.1517,0.4286,0.2798,0,0.0,10.5027,0.0,0.2442,0.5455,0.2362,2,0.0,7.3604,0.0,0.3979,0.3478,0.2509,1.0,0.08,0,XZmeGAtOjdqW7TXDg1Fs0vKLBT8XUlhnIYeT3xuTIcLWf0tZlWfvHb3PEK6u1jZ3kgmt5T9uwVXtTw,BR1_3252736675,13.182,8.188,20.107,0
5.282,0.0,0.473,0.3333,0.2317,2,0.2,0.8932,0.0,0.0812,0.0,0.4274,0,0.5,,,,,,,,1,rnNkx6xNQ7Hn6K8yl_3ixNobzZAoIPMMVqedXMLshICaT176yc8b9dLTmSw4zgeXF4OhkR1qTvRlyQ,BR1_3252813441,12.685,12.315,-9.124,0
2.8419,0.0,0.2508,0.2143,0.1584,1,0.0,6.7504,0.0,0.3068,0.3,0.1478,2,0.1176,5.7235,0.0,0.0,0.7143,0.0761,0.0,0.0,0,ZFTfIvIVBi5gHqRHj-1D9OXKl9bagm1y4B6yTPPHgqWweT5Airez_0kwTuETV9Pnt-EZWGhnY_3eUg,BR1_3252821338,11.964,13.036,3.844,1
5.8571,0.0,0.1429,0.4286,0.2385,0,0.0,5.8182,0.0,0.2727,0.3,0.2486,0,0.2,8.4448,0.0,0.1624,0.3333,0.168,1.0,0.0,0,ZFTfIvIVBi5gHqRHj-1D9OXKl9bagm1y4B6yTPPHgqWweT5Airez_0kwTuETV9Pnt-EZWGhnY_3eUg,BR1_3252806179,14.0,11.0,6.158,1
6.8502,0.0,0.1734,0.4,0.1697,1,0.0,7.1283,0.0,0.2228,0.4615,0.2068,0,0.0,5.1832,0.0,0.311,0.4762,0.1855,0.0,0.1053,0,ZFTfIvIVBi5gHqRHj-1D9OXKl9bagm1y4B6yTPPHgqWweT5Airez_0kwTuETV9Pnt-EZWGhnY_3eUg,BR1_3252754769,11.533,13.467,19.293,0
7.3661,0.0,0.0,0.5714,0.2873,2,0.0,3.966,0.0,0.0,0.4,0.2627,3,0.1176,,,,,,,,0,NrL9s5r2afHvVFEmOWmAHdr8V7m_fzWEduSW6Af6Jq9jg4Jm94GYHujaHEbLAJfs4I5wqSt8v4qyMw,BR1_3252871338,9.367,15.633,-5.017,1
5.7993,0.0,0.4296,0.2778,0.2238,1,0.0,7.523,0.0,0.3626,0.35,0.2512,1,0.2,3.7766,0.0,0.118,0.6667,0.2312,0.0,0.2222,0,NrL9s5r2afHvVFEmOWmAHdr8V7m_fzWEduSW6Af6Jq9jg4Jm94GYHujaHEbLAJfs4I5wqSt8v4qyMw,BR1_3252862154,13.967,11.033,8.473,1
8.3056,0.0,0.1767,0.3,0.1756,1,0.0,7.2356,0.0,0.4385,0.3889,0.2439,1,0.2,7.3929,0.0,0.4436,0.5,0.3081,1.0,0.25,0,NrL9s5r2afHvVFEmOWmAHdr8V7m_fzWEduSW6Af6Jq9jg4Jm94GYHujaHEbLAJfs4I5wqSt8v4qyMw,BR1_3252853691,11.318,13.682,6.763,0
5.8435,0.0,0.2922,0.4545,0.2285,2,0.4,3.8905,0.0,0.4421,0.3,0.263,0,0.4375,,,,,,,,0,NrL9s5r2afHvVFEmOWmAHdr8V7m_fzWEduSW6Af6Jq9jg4Jm94GYHujaHEbLAJfs4I5wqSt8v4qyMw,BR1_3252840877,13.691,11.309,-1.651,0
4.863,0.0,0.2372,0.4,0.282,1,,5.6129,0.0,0.4225,0.3462,0.2297,1,0.1111,8.0029,0.0,0.3936,0.8,0.5196,6.0,0.1818,0,NrL9s5r2afHvVFEmOWmAHdr8V7m_fzWEduSW6Af6Jq9jg4Jm94GYHujaHEbLAJfs4I5wqSt8v4qyMw,BR1_3252799623,8.431,16.569,7.622,0
9.4457,0.0,0.0908,0.3333,0.4092,4,0.0,3.6455,0.0,0.0,0.625,0.4755,2,0.5,,,,,,,,0,iOjDdbkDyvbj60OcRMVvTTT7pXUAKsfFljD-H-lo95IZi5lFf0T-k-tWWD5xmeJUQeLrTRUE58QDBg,BR1_3252828263,11.01,13.99,-9.729,1
6.8571,0.0,0.0,0.6364,0.3382,6,0.0,8.0,0.0,0.0909,0.4167,0.2892,1,0.1,7.2429,0.0,0.2708,0.3333,0.2898,5.0,0.2,0,iOjDdbkDyvbj60OcRMVvTTT7pXUAKsfFljD-H-lo95IZi5lFf0T-k-tWWD5xmeJUQeLrTRUE58QDBg,BR1_3252816547,14.0,11.0,14.773,1
4.8509,0.0,0.2553,0.4444,0.207,0,0.0,5.2988,0.0,0.1558,0.2857,0.1853,1,0.0769,4.7522,0.0,0.3587,0.25,0.1683,1.0,0.1538,0,ZTNFEFNGkR1yKax69GyKoAZ2QuhzGx59LfN7OzW4jzbWK3VVdyB4IoNR7MmNzM27xa91cK-pgia9Lw,BR1_3252805265,11.75,12.833,11.153,0
8.0,0.0,0.4286,0.2857,0.1867,2,0.0,6.5455,0.0,0.3636,0.8,0.3784,0,0.1111,,,,,,,,0,vQ_m9MuJ0QC6x5AXMLjd7vpfcwq72TFdieqK7k9ZgeT9wR2lEhBGX87rZRKmsc-FWR2OdzeBJbsUjg,BR1_3252814146,14.0,11.0,-3.657,0
7.7936,0.0,0.0764,0.2308,0.2037,2,0.0,5.2886,0.0,0.2518,0.4583,0.2273,0,0.1,6.6842,0.0,0.1393,0.4706,0.1897,0.0,0.25,0,VojWyX4Iamqxr8-aP1XLF6vqCSzK_PSVUhngKXKPDG4gkhm9YLPtzqdnNVkkYqf38KR4p7pPFUZMiA,BR1_3252805194,13.088,11.912,7.181,1
6.2857,0.0,0.1429,0.4444,0.2754,1,0.6,7.2727,0.0,0.1818,0.6111,0.3494,1,0.1111,4.5652,0.0,0.3804,0.5,0.3371,0.0,0.3333,0,QcDd9G6KWcOkFj_y3u5A7WgYAQV1gJZvNF2X0We3QBL4jmVuNM2VpDRHK-nyV8d3BvYJSg_ARnQH5w,BR1_3252843252,14.0,11.0,7.886,0
6.4923,0.0,0.2319,0.4545,0.2225,3,0.2,8.6986,0.0,0.2148,0.3333,0.2237,2,0.2,2.4208,0.0,0.1424,0.3889,0.1565,0.0,0.5455,1,QcDd9G6KWcOkFj_y3u5A7WgYAQV1gJZvNF2X0We3QBL4jmVuNM2VpDRHK-nyV8d3BvYJSg_ARnQH5w,BR1_3252784972,12.938,9.312,7.022,1
6.0714,0.0,0.0714,0.3846,0.2176,0,0.8,3.1818,0.0,0.0909,0.6667,0.4182,3,0.0,,,,,,,,0,QcDd9G6KWcOkFj_y3u5A7WgYAQV1gJZvNF2X0We3QBL4jmVuNM2VpDRHK-nyV8d3BvYJSg_ARnQH5w,BR1_3252783596,14.0,11.0,-7.719,1
6.7143,0.0,0.0,0.375,0.1721,2,0.0,6.7273,0.0,0.1818,0.4737,0.1804,1,0.1111,4.5465,0.0,0.5196,0.4545,0.226,1.0,0.2857,0,l-sbooP4KMYeF4q8wkgyU4kLQseeDQsYPd_6Y4AHRthxNfSJeSLWto6AhuyH6ozaZtE5pSjocFGQ9A,BR1_3251550004,14.0,11.0,7.698,0
6.943,0.0,0.1736,0.5,0.4381,1,0.0,8.5642,0.0,0.3202,0.6667,0.3667,1,0.2143,4.2392,0.0,0.7065,0.5,0.162,0.0,0.1429,0,c9ZGWdilxz61P9u-S_GGTaUfukg4gog4fWWZr6-ebnegzzmyXB-nPdJsoXT4fVy7tIYMdkypDN-LHQ,BR1_3252857221,11.522,12.494,2.831,0
6.6736,0.0,0.0,0.2222,0.1421,0,0.0,7.6107,0.0,0.0662,0.3333,0.1794,3,0.0833,,,,,,,,0,mYsYdkky2ZHqdrRDwMMj4hGQE0JpPsUMiefs5fkL1bXoQUT5YXaTrSwV-isP3r3lMc6xvGqBc8t5rg,BR1_3252809565,9.89,15.11,-3.581,1
6.2857,0.0,0.2143,0.2,0.2762,0,0.2,7.1818,0.0,0.3636,0.3333,0.286,0,0.0,,,,,,,,0,mYsYdkky2ZHqdrRDwMMj4hGQE0JpPsUMiefs5fkL1bXoQUT5YXaTrSwV-isP3r3lMc6xvGqBc8t5rg,BR1_3252795408,14.0,11.0,-0.235,0
6.4286,0.0,0.3571,0.1111,0.1557,0,0.0,6.5455,0.0,0.4545,0.2,0.1807,1,0.1667,0.0,0.0,0.0,0.0,0.1532,0.0,1.0,0,Ff27PVZRUIFEyGj7fe0rY09CSQus4kDxbxUTuoWbOP-p92sBuPGTIIquY_QQr9iexv9QbnNsvzvOOA,BR1_3251692407,14.0,11.0,0.339,0
7.8408,0.0,0.1553,0.2308,0.0784,1,0.0,9.5924,0.0,0.102,0.4375,0.1976,1,0.3,7.6804,0.0,0.3589,0.1905,0.1924,2.0,0.0,0,2ApDGMHfIkhn_kS37HwsX4XUN6K_OWEaWrZi-nDnmGyiVhP6_MqXe1tsNqyHxEy0Az6wE5d1H8XCSA,BR1_3252750100,12.881,9.799,13.931,1
7.0714,0.0,0.0714,0.3333,0.1437,0,0.0,8.8182,0.0,0.0909,0.3636,0.1935,1,0.1111,9.1764,0.0,0.0,0.5,0.221,1.0,0.0833,0,2ApDGMHfIkhn_kS37HwsX4XUN6K_OWEaWrZi-nDnmGyiVhP6_MqXe1tsNqyHxEy0Az6wE5d1H8XCSA,BR1_3252735955,14.0,11.0,7.846,1
7.2857,0.0,0.1429,0.1429,0.2171,1,0.0,7.6364,0.0,0.0909,0.6429,0.2053,1,0.2222,6.5024,0.0,0.2011,0.44,0.2128,2.0,0.3125,1,2ApDGMHfIkhn_kS37HwsX4XUN6K_OWEaWrZi-nDnmGyiVhP6_MqXe1tsNqyHxEy0Az6wE5d1H8XCSA,BR1_3252719451,14.0,11.0,14.918,1
